Ranking,Tier,Player ID,Player,Position,Team,Age,Prev Rank,Movement,Signed,ETA,In-Person Look
321,11,*0603p*,Hurston Waldrep,SP,ATL,23.2,186,-135,2023,Debuted,Y
322,11,*059bs*,Bryan Ramos,3B,CHW,23.1,290,-32,2018,Debuted,Y
323,11,*061a8*,Andrew Walters,RP,CLE,24.4,291,-32,2023,Debuted,
324,11,*06fzq*,Craig Yoho,RP,MIL,25.5,292,-32,2023,Debuted,
325,11,*0630h*,Mason Barnett,SP,ATH,24.5,252,-73,2022,2025,Y
326,11,*05t9i*,Ben Kudrna,SP,KC,22.3,453,127,2021,2026,Y
327,11,*06lfg*,Christopher Suero,"C,1B,OF",NYM,21.3,231,-96,2022,2026,
328,11,*06n3o*,Johnny King,SP,TOR,18.8,317,-11,2024,2027,
329,11,*06me7*,Anderson Brito,SP,HOU,20.8,318,-11,2023,2027,Y
330,11,*05y3m*,Zander Mueth,SP,PIT,19.9,319,-11,2023,2026,Y
331,11,*06fzm*,Boston Baro,"3B,SS",NYM,20.7,248,-83,2023,2026,Y
332,11,*05y4m*,Tim Tawa,"1B,2B",ARI,26.1,295,-37,2021,Debuted,
333,11,*06o0f*,Eddie Rynders,3B,PIT,19.5,295,-38,2024,2027,Y
334,11,*05ubi*,Brock Wilken,3B,MIL,22.9,297,-37,2023,2026,Y
335,11,*06o8p*,Cobb Hightower,SS,SD,20.1,351,16,2024,2027,
336,11,*0648n*,Chase Meidroth,"3B,SS",CHW,23.8,299,-37,2022,Debuted,Y
337,11,*05y4b*,Caleb Durbin,"2B,3B",MIL,25.2,300,-37,2021,Debuted,Y
338,11,*06ltg*,Payton Eeles,"2B,SS",MIN,25.5,301,-37,2024,2025,Y
339,11,*06ekm*,Devin Saltiban,2B,PHI,20.2,259,-80,2023,2026,Y
340,11,*05sr2*,Michael McGreevy,SP,STL,24.8,302,-38,2021,Debuted,
341,11,*05gsg*,Justin Foscue,UT,TEX,26.2,303,-38,2020,Debuted,Y
342,11,*06me6*,Jose Anderson,OF,MIL,18.4,305,-37,2024,2028,
343,11,*0603l*,RJ Schreck,OF,TOR,24.8,331,-12,2023,2025,Y
344,11,*06m0g*,Elian Pena,SS,NYM,17.5,309,-35,2025,2029,
345,11,*06psn*,Kevin Alvarez,OF,HOU,17.3,310,-35,2025,2029,
346,11,*06ibu*,Luis Cova,OF,MIA,18.3,311,-35,2024,2028,
347,11,*06q33*,Brendan Tunink,OF,LAD,19.6,312,-35,2024,2027,
348,11,*05xpo*,Ryan Bergert,SP,SD,25.2,893,545,2021,Debuted,Y
349,11,*06gjw*,Bishop Letson,SP,MIL,20.6,464,115,2023,2026,
350,11,*06qng*,Tyson Hardin,SP,MIL,23.5,NR,NA,2024,2026,
351,11,*05u2u*,Tyler Black,UT,MIL,24.8,315,-36,2021,Debuted,Y
352,11,*06oo3*,Josh Caron,C,SEA,21.8,316,-36,2024,2026,
353,11,*0630n*,Aron Estrada,"2B,SS",BAL,20.3,272,-81,2022,2026,Y
354,11,*066a6*,Braden Nett,SP,SD,22.9,467,113,2022,2025,Y
355,11,*062e9*,Drue Hackenberg,SP,ATL,23.1,270,-85,2023,2025,Y
356,11,*06cn1*,Chen-Wei Lin,SP,STL,23.4,279,-77,2023,2026,
357,11,*066ip*,Mike Sirota,OF,LAD,21.9,382,25,2024,2026,
358,11,*06c4z*,Grant Kipp,SP,CHC,25.5,NR,NA,2022,2026,Y
359,11,*06huh*,Brett Wichrowski,SP,MIL,22.7,321,-38,2023,2026,
360,11,*06owe*,Griffin Herring,RP,NYY,22,786,426,2024,2026,
361,11,*06kkj*,Ryan Forcucci,SP,HOU,22.4,323,-38,2024,2026,
362,11,*05mrp*,Marco Raya,SP,MIN,22.7,261,-101,2020,2025,Y
363,12,*06fwm*,Jonathon Long,1B,CHC,23.3,325,-38,2023,2025,Y
364,12,*05uv5*,Abimelec Ortiz,1B,TEX,23.2,326,-38,2021,2025,Y
365,12,*06kk8*,Dylan Dreiling,OF,TEX,22,408,43,2024,2026,Y
366,12,*06mnp*,Rainiel Rodriguez,C,STL,18.3,328,-38,2024,2027,
367,12,*06dvu*,Lisbel Diaz,OF,SF,19.8,555,188,2023,2026,
368,12,*05r6f*,Rayne Doncon,"3B,SS",MIN,21.6,333,-35,2021,2026,Y
369,12,*05m6e*,Omar Alfonzo,"C,1B",PIT,21.8,472,103,2021,2026,Y
370,12,*06hx4*,Kaelen Culpepper,SS,MIN,22.3,337,-33,2024,2026,Y
371,12,*060ue*,Jonathan Santucci,SP,NYM,22.4,340,-31,2024,2026,
372,12,*05zq4*,Ryan Johnson,SP,LAA,22.7,492,120,2024,Debuted,
373,12,*066mw*,Rayner Arias,OF,SF,19,342,-31,2023,2026,
374,12,*061mj*,Jeral Perez,"2B,SS",CHW,20.5,426,52,2022,2026,Y
375,12,*05xq2*,Mitch Bratt,SP,TEX,21.8,344,-31,2021,2025,Y
376,12,*06bs9*,Keyner Benitez,SP,MIA,18.9,345,-31,2023,2027,
377,12,*06aw2*,Samuel Aldegheri,SP,LAA,23.6,346,-31,2019,Debuted,
378,12,*06f0t*,Eriq Swan,SP,LAD,23.5,347,-31,2023,2026,Y
379,12,*05uc4*,Troy Melton,SP,DET,24.4,425,46,2022,2026,Y
380,12,*05ybz*,Brody Brecht,SP,COL,22.6,419,39,2024,2026,
381,12,*06mpb*,Jared Thomas,OF,COL,21.8,432,51,2024,2026,
382,12,*0622o*,Axiel Plaz,"C,1B",PIT,19.7,506,124,2022,2027,Y
383,12,*06hsz*,John Gil,SS,ATL,19,352,-31,2023,2027,Y
384,12,*0647m*,Michael Kennedy,SP,CLE,20.4,353,-31,2022,2026,Y
385,12,*05yci*,Tony Blanco Jr.,UT,PIT,20,354,-31,2022,2027,Y
386,12,*067yf*,Dakota Jordan,OF,SF,22,355,-31,2024,2026,
387,12,*069xw*,Jose Urbina,SP,TB,19.5,356,-31,2023,2027,
388,12,*06ce9*,Aldrin Batista,SP,CHW,22,357,-31,2022,2026,Y
389,12,*05uws*,Chayce McDermott,SP,BAL,26.7,306,-83,2021,Debuted,Y
390,12,*05u2o*,George Wolkow,OF,CHW,19.3,308,-82,2023,2026,Y
391,12,*05ww7*,Jean Cabrera,SP,PHI,23.5,359,-32,2021,2026,Y
392,12,*065j0*,C.J. Culpepper,SP,MIN,23.5,360,-32,2022,2025,Y
393,12,*05taw*,Doug Nikhazy,SP,CLE,25.7,361,-32,2021,Debuted,
394,12,*06hf1*,Ben Shields,SP,NYY,26.3,362,-32,2023,2026,
395,12,*05r3a*,Brandon Young,SP,BAL,26.7,436,41,2020,Debuted,Y
396,12,*05w7z*,Edgardo Henriquez,RP,LAD,22.9,364,-32,2019,Debuted,
397,12,*06qrv*,Owen Carey,OF,ATL,18.8,NR,NA,2024,2027,Y
398,12,*06c3v*,Yeremi Cabrera,OF,TEX,19.8,298,-100,2022,2027,
399,12,*06am5*,Luinder Avila,SP,KC,23.7,722,323,2018,2026,Y
400,12,*06ekq*,Zach Thornton,SP,NYM,22.3,NR,NA,2023,2026,
401,12,*06c29*,Tzu-Chen Sha,SP,ATH,21.6,NR,NA,2024,2027,
402,12,*06o03*,Daniel Eagen,SP,ARI,22.4,579,177,2024,2026,Y
403,12,*06o0e*,Marco Dinges,UT,MIL,31.7,NR,NA,2024,2027,Y
404,12,*06ftt*,Brady Smith,SP,LAD,20.3,370,-34,2023,2027,
405,12,*05yhd*,Abdias De La Cruz,OF,ARI,20.5,371,-34,2022,2027,
406,12,*0689z*,Colton Ledbetter,OF,TB,23.5,372,-34,2023,2025,Y
407,12,*06dq5*,Braylin Morel,OF,TEX,19.3,374,-33,2023,2027,Y
408,12,*067xh*,Homer Bush Jr.,OF,TB,23.6,375,-33,2023,2027,Y
409,12,*06dqq*,Ethan O'Donnell,OF,CIN,23.1,748,339,2023,2026,
410,12,*06s7q*,Liomar Martinez,SP,MIA,19.9,NR,NA,2022,2027,
411,12,*06ciz*,Yassel Soler,3B,ARI,19.3,313,-98,2023,2027,
412,12,*06207*,Christian Zazueta,SP,LAD,20.6,313,-99,2022,2027,
413,12,*06iej*,Edgleen Perez,C,NYY,18.9,378,-35,2023,2027,Y
414,12,*06f0w*,Dylan Questad,SP,MIN,20.5,798,384,2023,2026,Y
415,12,*066re*,Engelth Urena,1B,NYY,20.7,381,-34,2022,2026,Y
416,12,*05tcd*,Gavin Cross,OF,KC,24.2,383,-33,2022,2025,Y
417,12,*068z1*,Pablo Guerrero,1B,TEX,18.8,384,-33,2023,2026,
418,12,*06qhg*,Maykel Coret,OF,TB,17.6,386,-32,2025,2029,
419,12,*066mp*,Arnaldo Lantigua,OF,CIN,19.4,387,-32,2023,2027,
420,12,*066kw*,Chris Cortez,RP,LAA,22.6,511,91,2024,2025,
421,12,*06ho7*,Paulino Santana,OF,TEX,18.5,391,-30,2024,2027,
422,12,*04gdw*,Johnathan Rodriguez,OF,CLE,25.5,392,-30,2016,Debuted,
423,12,*06fqw*,Yahil Melendez,SS,CHC,19.7,393,-30,2023,2027,
424,12,*05rgq*,Kendry Rojas,SP,TOR,22.4,234,-190,2020,2026,Y
425,12,*06kke*,David Shields,SP,KC,18.6,395,-30,2024,2027,
426,12,*06497*,Logan Wagner,1B,LAD,21.2,525,99,2022,2026,
427,12,*05rbw*,Esmerlyn Valdez,"1B,OF",PIT,21.3,526,99,2021,2027,Y
428,12,*06ek7*,Fernando Perez,SP,TOR,21.2,399,-29,2022,2026,
429,12,*06nue*,Joshua Kuroda-Grauer,SS,ATH,22.3,400,-29,2024,2026,
430,12,*06qse*,Ayden Johnson,SS,ATH,17.2,401,-29,2025,2029,
431,13,*05u6r*,Robert Gasser,SP,MIL,25.9,322,-109,2021,Debuted,Y
432,13,*060hm*,Cory Lewis,SP,MIN,24.6,403,-29,2022,2025,
433,13,*064da*,Nacho Alvarez,2B,ATL,22.1,320,-113,2022,Debuted,Y
434,13,*06kk7*,Trey Gregory-Alford,SP,LAA,19,405,-29,2024,2027,
435,13,*06oo1*,Herick Hernandez,SP,ATL,21.7,607,172,2024,2026,
436,13,*06jh5*,Stiven Martinez,OF,BAL,17.7,407,-29,2024,2027,Y
437,13,*06jgx*,Gabriel Rodriguez,SS,CLE,18,410,-27,2024,2028,
438,13,*062k7*,Griff O'Ferrall,SS,BAL,22.3,411,-27,2024,2026,Y
439,13,*06kjz*,Chase Harlan,3B,LAD,18.8,412,-27,2024,2027,
440,13,*05jr4*,Brandon Birdsell,SP,CHC,25.1,413,-27,2022,2025,
441,13,*06ien*,Dante Nori,OF,PHI,20.6,414,-27,2024,2027,Y
442,13,*052h8*,Jesus Rodriguez,"C,3B",NYY,23,415,-27,2018,2025,Y
443,13,*06nug*,Nate Dohm,SP,NYM,22.3,637,194,2024,2026,
444,13,*06hf0*,Joey Oakie,SP,CLE,19,417,-27,2024,2027,
445,13,*06kkb*,Boston Bateman,SP,SD,19.6,418,-27,2024,2027,
446,13,*05xty*,Dylan Beavers,OF,BAL,23.7,330,-116,2022,2025,Y
447,13,*06r8u*,Shotaro Morii,"SS,P",ATH,18.4,420,-27,2025,2029,
448,13,*06c1l*,Joe Whitman,SP,SF,23.6,367,-81,2023,2026,
449,13,*061v7*,Echedry Vargas,SS,MIA,20.2,336,-113,2022,2027,Y
450,13,*05g4k*,Mick Abel,SP,PHI,23.7,451,1,2020,2025,Y
451,13,*05yh6*,Luke Holman,SP,CIN,22.3,424,-27,2024,2026,
452,13,*06657*,Mason Adams,SP,CHW,25.2,332,-120,2022,2025,Y
453,13,*06qhe*,Diego Tornes,OF,ATL,16.8,450,-3,2025,2029,
454,13,*069zn*,Josh Knoth,SP,MIL,19.7,427,-27,2023,2026,Y
455,13,*05yib*,Nelson Rada,OF,LAA,19.7,373,-82,2022,2027,
456,13,*05uc2*,Hayden Mullins,SP,BOS,24.6,691,235,2022,2026,Y
457,13,*05jqh*,Tekoah Roby,SP,STL,23.6,431,-26,2020,2025,Y
458,13,*06dmp*,Max Anderson,2B,DET,23.2,693,235,2023,2026,
459,13,*05yha*,Mac Horvath,3B,TB,23.3,329,-130,2023,2026,Y
460,13,*06ltf*,Adrian Bohorquez,SP,MIN,20.2,435,-25,2023,2026,Y
461,13,*06fqq*,Owen Wild,SP,TB,22.8,368,-93,2023,2026,Y
462,13,*05yh3*,Chase Hampton,SP,NYY,23.7,369,-93,2022,2027,Y
463,13,*06qgp*,Joseph Sullivan,OF,HOU,22.8,437,-26,2024,2026,Y
464,13,*06ckl*,Luis De Leon,SP,BAL,22.1,438,-26,2021,2026,Y
465,13,*06kkg*,Kyle DeBarge,2B,MIN,21.8,439,-26,2024,2026,
466,13,*06kxi*,Jackson Wentworth,RP,TOR,22.7,844,378,2024,2026,
467,13,*05uc1*,Chase Mobley,SP,CLE,18.9,441,-26,2024,2027,
468,13,*06pqm*,Cameron Sullivan,SP,CLE,19.1,442,-26,2024,2027,
469,13,*06dlx*,Jackson Nezuh,P,HOU,23.2,443,-26,2023,2026,Y
470,13,*06jbn*,Humberto Cruz,SP,SD,18.4,444,-26,2024,2028,
471,13,*06fu2*,Zach Fruit,SP,BAL,25.1,462,-9,2023,2026,Y
472,13,*06hu8*,Trent Harris,RP,SF,25.5,446,-26,2023,2026,
473,13,*04pvl*,Michael Burrows,SP,PIT,25.5,447,-26,2018,Debuted,Y
474,13,*06cev*,Jhancarlos Lara,SP,ATL,22.3,448,-26,2021,2026,Y
475,13,*06r5o*,Brailyn Antunez,OF,MIL,17.4,449,-26,2025,2029,
476,13,*051wu*,Victor Bericoto,"1B,OF",SF,23.4,758,282,2018,2025,
477,13,*06hvg*,Brett Callahan,OF,DET,23.5,NR,NA,2023,2027,Y
478,13,*04up8*,Lazaro Estrada,SP,TOR,26,452,-26,2018,2025,Y
479,13,*06c1m*,Sammy Stafura,SS,CIN,20.5,377,-102,2023,2026,
480,13,*06dmr*,Matt Wilkinson,SP,CLE,22.4,454,-26,2023,2026,
481,13,*05t7a*,Anthony Solometo,SP,PIT,22.4,455,-26,2021,2026,Y
482,13,*06ahu*,Sean Sullivan,SP,COL,22.8,456,-26,2023,2026,
483,13,*06r5q*,Kenny Fenelon,OF,MIL,17.6,457,-26,2025,2029,
484,13,*05yiq*,Leandro Arias,SS,BAL,20.2,458,-26,2022,2026,Y
485,13,*06488*,Steven Zobac,SP,KC,24.6,445,-40,2022,2026,Y
486,13,*05uvx*,Cameron Cauley,"2B,SS",TEX,22.2,460,-26,2021,2026,Y
487,13,*06iad*,Brian Sanchez,OF,NYY,20.8,461,-26,2023,2026,Y
488,13,*05y7t*,Henry Bolte,OF,ATH,21.8,493,5,2022,2026,Y
489,13,*06hww*,Jojo Ingrassia,SP,BOS,22.8,952,463,2023,2026,Y
490,13,*062h4*,Carlos Lagrange,SP,NYY,21.9,510,20,2022,2026,Y
491,13,*06nuj*,Jackson Kent,SP,WSH,22.2,831,340,2024,2026,
492,13,*05r3g*,Mason Black,SP,SF,25.4,468,-24,2021,Debuted,
493,13,*06c8x*,Luke Sinnard,SP,ATL,22.5,671,178,2024,2026,
494,13,*06aqk*,Garrett Baumann,SP,ATL,20.7,468,-26,2023,2027,Y
495,13,*06htt*,Ryan Lobus,RP,TEX,24.7,481,-14,2023,2026,Y
496,13,*066nq*,Dillon Head,OF,MIA,20.6,471,-25,2023,2026,Y
497,13,*06p60*,Grant Shepardson,SP,MIA,19.6,475,-22,2024,2027,
498,13,*061zu*,Thomas Sosa,OF,BAL,20.3,473,-25,2022,2026,Y
499,13,*06aq4*,Andres Valor,OF,MIA,19.5,474,-25,2023,2027,
500,13,*06f8f*,Hyun-Seok Jang,SP,LAD,21.1,476,-24,2023,2026,
