Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
405,13,*026lz*,Josh Bell,1B,ARI,37.8,544,139
406,13,*05xu8*,Tyler Locklear,"1B,3B",SEA,23.7,412,6
407,13,*05u2u*,Tyler Black,2B,MIL,24.1,323,-84
408,13,*06c79*,Eduardo Quintero,"C,OF",LAD,18.9,380,-28
409,13,*005ih*,Clayton Kershaw,P,LAD,36.4,383,-26
410,13,*026qc*,Joc Pederson,OF,ARI,32.3,410,0
411,14,*051wv*,Pete Crow-Armstrong,OF,CHC,22.4,290,-121
412,14,*061yu*,Jacob Misiorowski,P,MIL,22.4,374,-38
413,14,*061mh*,Robby Snelling,P,MIA,20.7,370,-43
414,14,*05gef*,Cade Cavalli,P,WSH,26,360,-54
415,14,*04pmp*,Simeon Woods-Richardson,P,MIN,23.9,470,55
416,14,*067yp*,Ralphy Velazquez,C,CLE,19.2,397,-19
417,14,*041ai*,Gavin Lux,2B,LAD,26.7,469,52
418,14,*06bsb*,Eduardo Tait,C,PHI,18,500,82
419,14,*04yi8*,Spencer Jones,"1B,OF",NYY,23.3,333,-86
420,14,*05yix*,Jaison Chourio,OF,CLE,19.3,439,19
421,14,*03pzo*,Leody Taveras,OF,TEX,26,378,-43
422,14,*066mo*,Robert Calaz,OF,COL,18.7,438,16
423,14,*029si*,Eduardo Rodriguez,P,ARI,31.4,392,-31
424,14,*04eld*,J.P. Sears,P,OAK,28.5,425,1
425,14,*04fyo*,Ronny Mauricio,2B,NYM,23.4,408,-17
426,14,*05y2l*,Emmet Sheehan,P,LAD,24.8,419,-7
427,14,*066ir*,James Tibbs,OF,SF,21.9,NR,NA
428,14,*04ru7*,Miguel Vargas,"2B,OF",CHW,24.8,417,-11
429,14,*05wy1*,Brayden Taylor,3B,TB,22.2,450,21
430,14,*03dgq*,Ryan O'Hearn,"1B,OF",BAL,31.1,410,-20
431,14,*04yib*,Brett Baty,3B,NYM,24.8,409,-22
432,14,*05ahe*,Curtis Mead,"2B,3B",TB,23.8,394,-38
433,14,*04y11*,Luis Matos,OF,SF,22.6,296,-137
434,14,*0596g*,Reid Detmers,P,LAA,25.1,376,-58
435,14,*02hg4*,Marcus Stroman,P,NYY,33.3,432,-3
436,14,*05jqi*,Shay Whitcomb,SS,HOU,25.9,576,140
437,14,*02mv0*,Andrew Heaney,P,TEX,33.2,431,-6
438,14,*03c65*,Victor Robles,OF,SEA,27.3,839,401
439,14,*027fx*,Jeimer Candelario,"1B,3B",CIN,30.7,308,-131
440,14,*05tzg*,Jace Jung,2B,DET,23.8,428,-12
441,14,*02bu3*,Brandon Woodruff,P,MIL,31.5,382,-59
442,14,*03bud*,Bryan De La Cruz,OF,PIT,27.7,358,-84
443,14,*0516h*,DJ Herz,P,WSH,23.6,384,-59
444,14,*04ppz*,Jake Irvin,P,WSH,27.5,385,-59
445,14,*04psu*,James Outman,OF,LAD,27.3,386,-59
446,14,*05ybr*,Ethan Salas,C,SD,18.2,361,-85
447,14,*066mk*,Welbyn Francisca,SS,CLE,18.3,644,197
448,14,*04g1x*,David Peterson,P,NYM,29,589,141
449,14,*064o6*,Gary Gill Hill,P,TB,19.9,452,3
450,14,*04y9o*,Jack Leiter,P,TEX,24.3,418,-32
451,14,*067xm*,George Klassen,P,LAA,22.6,NR,NA
452,14,*05g3x*,Maikel Garcia,"2B,3B,SS",KC,24.5,231,-221
453,14,*0317o*,Jeff McNeil,"2B,OF",NYM,32.4,527,74
454,14,*04o2x*,Davis Schneider,"2B,OF",TOR,25.6,393,-61
455,14,*060q2*,Jairo Iriarte,P,CHW,22.7,416,-39
456,14,*02z0t*,Michael Conforto,OF,SF,31.5,395,-61
457,14,*04ak5*,Trevor Rogers,P,BAL,26.8,396,-61
458,14,*041z2*,Jack Suwinski,OF,PIT,26.1,363,-95
459,14,*041qr*,Aaron Civale,P,MIL,29.2,400,-59
460,14,*06c78*,Franklin Arias,SS,BOS,18.7,NR,NA
461,14,*03qne*,Chris Paddack,P,MIN,28.6,403,-58
462,14,*057zc*,Jonatan Clase,OF,TOR,22.2,443,-19
463,14,*03ppa*,A.J. Minter,P,ATL,31,405,-58
464,14,*05jse*,Tommy Troy,SS,ARI,22.6,406,-58
465,14,*02yd1*,Jorge Polanco,"2B,3B",SEA,31.1,407,-58
466,14,*03qyv*,Jake McCarthy,OF,ARI,27.1,715,249
467,14,*0597k*,Nick Gonzales,2B,PIT,25.2,421,-46
468,14,*03pji*,Ke'Bryan Hayes,3B,PIT,27.6,292,-176
469,14,*060fy*,Luis Baez,OF,HOU,20.6,411,-58
470,14,*04eey*,MJ Melendez,"C,OF",KC,25.7,463,-7
471,14,*05y7n*,Jarlin Susana,P,WSH,20.4,539,68
472,14,*05ycl*,Travis Sykora,P,WSH,20.3,606,134
473,14,*06apx*,Trey Yesavage,P,TOR,21.1,NR,NA
474,14,*04mms*,Orelvis Martinez,SS,TOR,22.8,414,-60
475,14,*051ia*,Spencer Horwitz,"1B,2B",TOR,26.8,643,168
476,14,*05y3q*,Blake Mitchell,"C,3B",KC,20,456,-20
477,14,*04n8z*,Xavier Edwards,"2B,SS",MIA,25,838,361
478,14,*04z6k*,Luisangel Acuna,SS,NYM,22.4,430,-48
479,14,*0630e*,Colby Thomas,OF,OAK,23.6,447,-32
480,14,*03pon*,Triston McKenzie,P,CLE,27.1,420,-60
481,14,*04pmq*,Braxton Ashcraft,P,PIT,24.9,475,-6
482,14,*03rmz*,Keibert Ruiz,C,WSH,26.1,422,-60
483,14,*05tce*,Connor Norby,2B,MIA,24.2,435,-48
484,14,*066mn*,Yoeilin Cespedes,SS,BOS,18.9,424,-60
485,14,*04nky*,Trevor Larnach,OF,MIN,27.5,460,-25
486,14,*066mq*,Yophery Rodriguez,OF,MIL,18.7,497,11
487,14,*05l9f*,Landon Knack,P,LAD,27.1,696,209
488,14,*05m1c*,Miguel Bleis,OF,BOS,20.5,427,-61
489,14,*066mx*,Starlyn Caba,SS,PHI,18.7,NR,NA
490,14,*05yhe*,Juan Brito,"2B,SS",CLE,22.9,458,-32
491,14,*06eyu*,Zyhir Hope,OF,LAD,19.6,490,-1
492,14,*05t64*,Felix Bautista,P,BAL,29.2,533,41
493,14,*06582*,Luke Adams,3B,MIL,20.3,658,165
494,14,*06dn6*,C.J. Kayfus,1B,CLE,22.8,472,-22
495,14,*0515v*,David Hamilton,"2B,SS",BOS,26.9,466,-29
496,14,*06ibv*,Jesus Made,SS,MIL,17.3,NR,NA
497,14,*04yid*,Ryne Nelson,P,ARI,26.6,654,157
498,14,*025it*,Jason Adam,P,SD,33.1,442,-56
499,14,*03d6v*,Michael Kopech,P,LAD,28.3,603,104
500,14,*06dq9*,Aidan Smith,OF,TB,20.1,465,-35
