Ranking,Tier,Player,Team,Position,Signed,ETA,Age,Prev Rank,Movement,OBP,Player ID
334,16,Haydn McGeary,CHC,"C,1B",2022,2025,24.6,285,-49,UP,*0603s*
335,16,Ruben Santana,ARI,3B,2022,2026,19.2,317,-18,,*061tr*
336,16,Logan Evans,SEA,P,2023,2026,22.9,NR,#VALUE!,,*06hv8*
337,16,Joey Cantillo,CLE,P,2017,2024,24.4,318,-19,,*04eos*
338,16,Brandon Sproat,NYM,P,2023,2025,23.6,351,13,,*0515o*
339,16,Gavin Cross,KC,OF,2022,2025,23.2,371,32,,*05tcd*
340,16,Jake Bloss,HOU,P,2023,2026,22.9,363,23,,*06dqi*
341,16,Carlos Rodriguez,MIL,P,2021,2025,22.4,220,-121,,*05yf9*
342,16,Sean Sullivan,COL,P,2023,2025,21.8,578,236,,*06ahu*
343,17,Drake Baldwin,ATL,C,2022,2025,23.1,378,35,,*0630d*
344,17,Cole Schoenwetter,CIN,P,2023,2026,19.6,325,-19,,*067xk*
345,17,Travis Sykora,WSH,P,2023,2026,20,326,-19,,*05ycl*
346,17,Zander Mueth,PIT,"3B,RP",2023,2026,18.9,327,-19,,*05y3m*
347,17,Jacob Gonzalez,CHW,3B,2023,2025,21.9,375,28,,*05tzp*
348,17,Jacob Berry,MIA,3B,2022,2024,23,329,-19,,*05t5m*
349,17,Parker Messick,CLE,P,2022,2024,23.5,564,215,,*05tzn*
350,17,Colton Gordon,HOU,P,2021,2024,25.4,353,3,,*05yfi*
351,17,Luis Vazquez,CHC,SS,2017,2024,24.6,364,13,,*04ens*
352,17,Brooks Baldwin,CHW,1B,2021,2025,23.7,871,519,,*062z3*
353,17,Lyon Richardson,CIN,P,2018,Debuted,24.3,352,-1,,*04pmo*
354,17,Dawel Joseph,SEA,SS,2024,2028,17,335,-19,,*06hys*
355,17,Robert Arias,CLE,OF,2024,2028,17.6,336,-19,,*06ibn*
356,17,Jorbit Vivas,NYY,2B,2017,2024,23.2,337,-19,,*05a1t*
357,17,Trevor Werner,KC,3B,2023,2025,23.7,321,-36,,*06fqz*
358,17,Carson Palmquist,COL,P,2022,2026,23.5,431,73,,*05ybw*
359,17,Peyton Pallette,CHW,P,2022,2025,23,384,25,,*05u38*
360,17,Spencer Schwellenbach,ATL,P,2021,2025,23.9,510,150,,*05tq1*
361,17,C.J. Kayfus,CLE,1B,2023,2025,22.5,462,101,,*06dn6*
362,17,Lonnie White,PIT,OF,2021,2025,21.3,372,10,,*05t9m*
363,17,Daylen Lile,WSH,OF,2021,2026,21.4,342,-21,,*05t2b*
364,17,Aaron Zavala,TEX,OF,2021,2024,23.9,305,-59,UP,*05toy*
365,17,Sammy Stafura,CIN,SS,2023,2026,19.5,344,-21,,*06c1m*
366,17,Zach Levenson,STL,OF,2023,2026,22.2,602,236,,*06f1n*
367,17,Rece Hinds,CIN,3B,2019,2024,23.7,314,-53,,*04nb4*
368,17,Eric Bitonti,MIL,SS,2023,2026,18.5,366,-2,,*05yed*
369,17,Jonathan Cannon,CHW,P,2022,Debuted,23.8,501,132,,*05rb2*
370,17,Matthew Etzel,BAL,OF,2023,2025,22,411,41,,*06fut*
371,17,Leonardo Balcazar,CIN,SS,2021,2026,19.9,310,-61,,*05unp*
372,17,Adolfo Sanchez,CIN,OF,2024,2028,17.6,350,-22,,*06hyt*
373,17,Rafael Ramirez,CLE,SS,2022,2026,18.8,334,-39,,*061zl*
374,17,Jose Perdomo,ATL,SS,2024,2027,17.6,373,-1,,*067z8*
375,17,Won-Bin Cho,STL,OF,2021,2025,20.7,374,-1,UP,*05ygg*
376,17,Darren Bowen,MIN,P,2022,2025,23.2,354,-22,,*066lp*
377,17,Adrian Santana,TB,SS,2023,2026,18.8,324,-53,,*06bfv*
378,17,Hiro Wyatt,KC,P,2023,2026,19.7,356,-22,,*06dqf*
379,17,Brandon Barriera,TOR,P,2022,2026,20.2,357,-22,,*05rfo*
380,17,Ricardo Yan,ARI,P,2021,2025,21.5,358,-22,,*066sv*
381,17,Joey Estes,OAK,P,2019,Debuted,22.6,380,-1,,*051cl*
382,18,Jace Bohrofen,TOR,OF,2023,2025,22.5,376,-6,,*05gx3*
383,18,Bryan Rincon,PHI,SS,2022,2025,20.2,555,172,,*066lf*
384,18,Chandler Simpson,TB,OF,2022,2025,23.5,598,214,,*0622w*
385,18,Anthony Gutierrez,TEX,OF,2022,2026,19.4,360,-25,,*05wy2*
386,18,Reid Vanscoter,SEA,P,2022,2025,25.4,388,2,,*064wg*
387,18,Andry Lara,WSH,P,2019,2025,21.3,1368,981,,*052kc*
388,18,Rayne Doncon,MIN,SS,2021,2026,20.6,489,101,,*05r6f*
389,18,Kenedy Corona,HOU,OF,2019,2025,24.1,412,23,,*05aid*
390,18,Sem Robberse,STL,P,2019,2024,22.6,714,324,,*05gea*
391,18,Austin Charles,KC,SS,2022,2026,20.5,365,-26,,*0647z*
392,18,Cam Fisher,HOU,OF,2023,2025,22.9,392,0,UP,*06amp*
393,18,Tjayy Walton,PHI,OF,2023,2027,19.3,394,1,,*05u9p*
394,18,Eduardo Herrera,CHW,3B,2024,2028,17.5,295,-99,,*06hip*
395,18,Robert Hassell III,WSH,OF,2020,2024,22.7,369,-26,,*05gbe*
396,18,Quinn McDaniel,SF,2B,2023,2025,21.6,NR,#VALUE!,,*06eks*
397,18,Jeremy Rodriguez,NYM,SS,2023,2027,17.8,422,25,,*066o8*
398,18,Ben Kudrna,KC,P,2021,2025,21.3,497,99,,*05t9i*
399,18,Jonah Tong,NYM,P,2022,2026,20.9,505,106,,*0658b*
400,18,Gavin Conticello,ARI,3B,2021,2026,20.9,572,172,,*05xq6*
401,18,Joander Suarez,NYM,P,2018,2025,24.2,383,-18,,*055hw*
402,18,Will Wagner,HOU,2B,2021,2024,25.8,418,16,UP,*05yhg*
403,18,Jake Gelof,LAD,3B,2023,2026,22.2,377,-26,,*060g1*
404,18,Josh Stephan,TEX,P,2020,2025,22.5,385,-19,,*05y5g*
405,18,Cayden Wallace,KC,3B,2022,2024,22.7,379,-26,,*05jq9*
406,18,Jake Eder,CHW,P,2020,2024,25.7,438,32,,*05gwt*
407,18,Carter Jensen,KC,C,2021,2025,20.8,641,234,UP,*05vy5*
408,18,Jack Brannigan,PIT,3B,2021,2025,23.2,382,-26,,*0630j*
409,18,Clayton Beeter,NYY,P,2020,Debuted,25.6,446,37,,*05jnq*
410,18,Luis Serna,NYY,P,2021,2027,19.8,537,127,,*05uve*
411,18,Angel Martinez,CLE,SS,2018,2024,22.3,511,100,,*04ydd*
412,18,Max Anderson,DET,3B,2023,2025,22.2,398,-14,,*06dmp*
413,18,Joe Whitman,SF,P,2023,2024,22.6,387,-26,,*06c1l*
414,18,Braylin Morel,TEX,OF,2023,2027,18.3,402,-12,,*06dq5*
415,18,Brando Mayea,NYY,OF,2023,2027,18.6,389,-26,,*05rez*
416,18,Trey Lipscomb,WSH,3B,2022,Debuted,23.9,856,440,,*0612z*
417,18,Elijah Green,WSH,OF,2022,2025,20.4,231,-186,,*05oek*
418,18,Brock Selvidge,NYY,P,2021,2025,21.7,406,-12,,*05u9l*
419,18,Wilfred Veras,CHW,3B,2019,2025,21.5,420,1,,*05nsi*
420,18,Zack Showalter,STL,P,2022,2027,20.3,393,-27,,*064ni*
421,19,Austin Martin,MIN,"SS,OF",2020,Debuted,25.1,414,-7,UP,*05249*
422,19,Osleivis Basabe,TB,SS,2017,Debuted,23.6,328,-94,,*04ni5*
423,19,Luis Suisbel,SEA,3B,2019,2025,21,410,-13,,*05aku*
424,19,Nolan McLean,NYM,3B,2023,2025,22.8,645,221,,*05y7s*
425,19,Zebby Matthews,MIN,P,2022,2025,24,694,269,,*066cf*
426,19,Noah Cameron,KC,P,2021,2024,24.8,577,151,,*05ycf*
427,19,Mason Adams,CHW,P,2022,2025,24.2,658,231,,*06657*
428,19,Braylin Tavera,BAL,OF,2022,2026,19.2,399,-29,,*05ygp*
429,19,Marvin Alcantara,BOS,2B,2022,2026,19.5,NR,#VALUE!,,*061x3*
430,19,Jhonny Severino,PIT,SS,2022,2027,19.5,400,-30,,*05yim*
431,19,Elias Medina,LAD,SS,2023,2027,18.5,401,-30,,*06cmq*
432,19,Frank Mozzicato,KC,P,2021,2026,20.9,491,59,,*05tcb*
433,19,Jorge Barrosa,ARI,OF,2017,Debuted,23.2,403,-30,UP,*04mrb*
434,19,Franco Aleman,CLE,P,2021,2024,23.9,NR,NA,,*05y5l*
435,19,Starlyn Caba,PHI,SS,2023,2027,18.4,549,114,,*066mx*
436,19,Chase Meidroth,BOS,SS,2022,2025,22.8,451,15,,*0648n*
437,19,Alfonsin Rosario,CHC,OF,2023,2027,19.9,542,105,,*06f1h*
438,19,Zach Cole Jr.,HOU,OF,2022,2025,23.8,407,-31,,*066db*
439,19,Luis Guanipa,ATL,OF,2023,2028,18.4,408,-31,,*066me*
440,19,Thomas Sosa,BAL,OF,2022,2026,19.3,666,226,,*061zu*
441,19,Caleb Durbin,NYY,SS,2021,2024,24.2,592,151,,*05y4b*
442,19,Ben Cowles,NYY,"2B,3B,SS",2021,2024,24.2,843,401,,*05y6f*
443,19,Trystan Vrieling,NYY,P,2022,2025,23.6,941,498,,*0630b*
444,19,Mitch Jebb,PIT,SS,2023,2025,22,428,-16,,*066eq*
445,19,Wade Meckler,SF,OF,2022,Debuted,24,550,105,,*066cn*
446,19,Luis Cova,MIA,3B,2024,2028,17.3,413,-33,,*06ibu*
447,19,Shay Whitcomb,HOU,SS,2020,2023,25.6,448,1,,*05jqi*
448,19,Jeter Martinez,SEA,P,2023,2027,18.2,466,18,,*066m6*
449,19,Alexander Albertus,LAD,SS,2022,2027,19.5,478,29,,*06428*
450,19,Yovanny Rodriguez,NYM,C,2024,2028,17.5,433,-17,,*06hio*
451,19,Jackson Fristoe,NYY,P,2022,2026,23.2,NR,#VALUE!,,*05jr8*
452,19,Cameron Cauley,TEX,SS,2021,2025,21.2,419,-33,,*05uvx*
453,19,Benny Montgomery,COL,OF,2021,2025,21.7,468,15,,*05ray*
454,19,Kyren Paris,LAA,SS,2019,Debuted,22.5,290,-164,,*050s0*
455,19,Kala'I Rosario,MIN,"1B,OF",2020,2025,21.8,417,-38,UP,*05js9*
456,19,Yasser Mercedes,MIN,OF,2022,2026,19.5,424,-32,,*05ych*
457,19,Yeremi Cabrera,TEX,OF,2022,2027,18.8,425,-32,,*06c3v*
458,19,Jorge Quintana,MIL,SS,2024,2028,17.1,426,-32,,*06ibm*
459,19,Oswaldo Osorio,LAD,"3B,SS",2022,2027,19.1,415,-44,,*061z0*
460,19,Eric Brown,MIL,SS,2022,2025,23.4,361,-99,UP,*060jp*
461,19,Brailer Guerrero,TB,OF,2023,2028,17.9,531,70,,*066mz*
462,19,Matt Wilkinson,CLE,P,2023,2025,21.4,NR,NA,,*061vz*
463,19,Jorge Marcheco,LAA,P,2021,2026,21.7,429,-33,,*05xoo*
464,19,Elmer Rodriguez-Cruz,BOS,P,2021,2025,20.7,558,95,,*065j0*
465,19,C.J. Culpepper,MIN,P,2022,2025,22.5,712,248,,*05xpr*
466,19,Jackson Wolf,PIT,P,2021,Debuted,25,440,-25,,*06am6*
467,19,Wilfredo Lara,NYM,3B,2021,2026,20,457,-9,,*05gsp*
468,19,Jud Fabian,BAL,OF,2022,2025,23.6,568,101,,*05y7h*
469,19,Samuel Munoz,LAD,"3B,OF",2022,2027,19.6,416,-52,,*06aqk*
470,19,Garrett Baumann,ATL,P,2023,2027,19.7,533,64,,*05wxw*
471,19,Gordon Graceffo,STL,P,2021,2024,24.1,435,-35,,*05uee*
472,19,Reggie Crawford,SF,P,2022,2024,23.4,515,44,,*06ca0*
473,19,Kiefer Lord,BAL,P,2023,2025,21.9,456,-16,,*05yal*
474,19,Ronan Kopp,LAD,P,2021,2024,21.8,391,-82,,*05jqw*
475,19,Tyler Gentry,KC,OF,2020,2024,25.3,571,97,,*061a8*
476,19,Andrew Walters,CLE,P,2023,2024,23.4,439,-36,,*06dmq*
477,19,Kyle Carr,NYY,P,2023,2025,22,529,53,,*06ce9*
478,19,Aldrin Batista,CHW,P,2022,2026,21,608,131,,*066mt*
479,19,Gian Zapata,ARI,OF,2023,2027,18.6,495,17,,*06201*
480,19,Jose Rodriguez(MIN),MIN,OF,2022,2026,18.9,442,-37,,*06ica*
481,19,Joswa Lugo,LAA,SS,2024,2028,17.3,443,-37,,*06ckl*
482,19,Luis De Leon,BAL,P,2021,2026,21.1,484,3,,*06bkt*
483,19,Alex Pham,BAL,P,2021,2025,24.6,485,3,,*062h4*
484,19,Carlos Lagrange,NYY,P,2022,2026,20.9,526,43,,*051e0*
485,19,Will Simpson,OAK,"1B,OF",2023,2025,22.7,NR,#VALUE!,,*06cn1*
486,19,Chen-Wei Lin,STL,P,2023,2026,22.4,NR,#VALUE!,,*05yo1*
487,19,Justin Armbruester,BAL,P,2021,2024,25.5,811,325,,
488,19,Bailey Dees,NYY,P,2021,2025,25.2,NR,#VALUE!,,*05jpd*
489,19,Ian Seymour,TB,P,2020,2023,26.3,578,90,UP,*05gx4*
490,19,Dillon Dingler,DET,C,2020,2023,25.6,605,116,,*05yig*
491,19,Johanfran Garcia,BOS,C,2022,2026,19.4,681,191,,*05u6p*
492,19,Brant Hurter,DET,P,2021,2024,25.7,715,224,,*067xh*
493,19,Homer Bush Jr.,SD,OF,2023,2027,22.6,449,-43,,*06309*
494,19,Trevor Martin,TB,P,2022,2025,23.4,810,317,,*05jqk*
495,19,Carson Seymour,SF,P,2021,2024,25.4,513,19,,*06ek7*
496,19,Fernando Perez,TOR,P,2022,2026,20.2,582,87,,*068xw*
497,19,Alonzo Tredwell,HOU,P,2023,2025,22,546,50,,*05xq2*
498,19,Mitch Bratt,TEX,P,2021,2025,20.8,498,1,,*062yt*
499,19,Travis Honeyman,STL,OF,2023,2025,22.6,453,-45,,*060vu*
500,19,Moises Chace,BAL,P,2019,2026,20.9,691,192,,*051hu*
501,19,Dane Acker,TEX,P,2020,2024,25.1,754,254,UP,*05y3x*
502,19,Creed Willems,BAL,C,2021,2025,20.9,588,87,,*05adw*
503,19,Yeiner Fernandez,LAD,C,2019,2025,21.6,540,38,,*06iao*
504,19,Juan Flores,LAA,C,2023,2027,18.2,NR,#VALUE!,,*05rgp*
505,19,Yhoangel Aponte,TOR,OF,2021,2026,20.2,NR,#VALUE!,,*06ek6*
506,19,Emmett Olson,MIA,P,2023,2026,22,782,,,*05110*
507,19,Yiddi Cappe,MIA,SS,2021,2025,21.7,704,198,,*0662n*
508,19,Derniche Valdez,CHC,SS,2023,2028,18.1,458,-49,,*0662p*
509,19,Jun-Seok Shim,PIT,P,2023,2027,20.1,506,-2,,*06ibp*
510,19,Francisco Vilorio,NYY,OF,2024,2028,17.5,460,-49,,*06hyp*
511,19,Adriel Radney,ARI,OF,2024,2028,16.9,461,-49,,*06dna*
512,19,Isaiah Drake,ATL,OF,2023,2026,18.8,462,-49,,*04g7l*
513,19,Kristian Robinson,ARI,OF,2017,2024,23.4,423,-89,,*0648i*
514,19,Trace Bright,BAL,P,2022,2025,23.5,777,264,,*062yq*
515,19,Cade Kuehler,ATL,P,2023,2025,21.9,464,-50,,*06c3s*
516,19,Julio Zayas,NYM,C,2023,2027,18.2,488,-27,,*06f1b*
517,19,Brody Hopkins,SEA,P,2023,2026,22.3,NR,,,*05ua8*
518,19,Cooper Kinney,TB,2B,2021,2026,20.4,721,204,UP,*050vp*
519,19,Jose Ramos,LAD,OF,2018,2024,23.3,467,-51,,*0518m*
520,19,Jase Bowen,PIT,OF,2019,2024,23.7,427,-92,,*0622s*
521,19,Tanner Schobel,MIN,SS,2022,2025,22.9,469,-51,,*061yp*
522,19,Allan Castro,BOS,OF,2019,2025,20.9,470,-51,,*068z1*
523,19,Pablo Guerrero,TEX,OF,2023,2026,17.8,471,-51,,*06fto*
524,19,Nehomar Ochoa,HOU,OF,2023,2026,18.8,472,-51,,*05j8u*
525,19,Jhostynxon Garcia,BOS,OF,2019,2025,21.4,NR,#VALUE!,,*06c89*
526,19,Guillermo Williamson,SF,1B,2021,2026,20.1,473,-52,,*0642n*
527,19,Tyler Woessner,MIL,P,2022,2025,22.5,NR,#VALUE!,,*06fi0*
528,19,Sandy Mejia,HOU,P,2022,2026,20.3,397,-130,DOWN,*03pzl*
529,19,Jose Rodriguez,SEA,P,2018,Debuted,23,476,-52,,*06agc*
530,19,Jared Wegner,NYY,OF,2023,2025,24.8,873,344,,*061yt*
531,19,Alan Roden,TOR,1B,2022,2025,24.4,477,-53,,*05tzm*
532,19,Nathan Hickey,BOS,C,2021,2025,24.4,690,159,,*05rfv*
533,19,Wes Clarke,MIL,1B,2021,2024,24.6,479,-53,,*06dn5*
534,19,Jake Cunningham,BAL,OF,2023,2025,21.8,480,-53,,*060eu*
535,19,Ben Joyce,LAA,P,2022,Debuted,23.6,481,-53,,*0509b*
536,19,Prelander Berroa,CHW,P,2016,Debuted,24,482,-53,,*05rb4*
537,19,Sam Bachman,LAA,P,2021,Debuted,24.6,483,-53,,*06af4*
538,19,Carson Roccaforte,KC,OF,2023,2025,22.1,463,-74,,*060hm*
539,19,Cory Lewis,MIN,P,2022,2025,23.6,437,-101,,*05kel*
540,19,Shalin Polanco,PIT,OF,2021,2026,20.2,486,-53,,*05ydv*
541,19,Jorge Ruiz,LAA,OF,2021,2026,19.8,341,-199,,*04n0o*
542,19,Cole Wilcox,TB,P,2020,2024,24.8,499,-42,,*04pmp*
543,19,Simeon Woods-Richardson,MIN,P,2018,Debuted,23.6,798,256,,*05lg4*
544,19,Carson Ragsdale,SF,P,2020,2024,25.9,527,-16,,*05rbt*
545,19,Gregory Barrios,MIL,SS,2021,2026,20.1,937,393,,*05rb7*
546,19,Yeison Morrobel,TEX,OF,2021,2026,20.4,450,-95,,*060ou*
547,19,Aneudis Mordan,BAL,1B,2021,2026,19.9,595,49,,*06dn7*
548,19,A.J. Ewing,NYM,SS,2023,2026,19.7,490,-57,,*05m44*
549,19,Daniel Vazquez,KC,SS,2021,2026,20.1,1463,915,,*064nx*
550,19,Dylan O'Rae,MIL,SS,2022,2026,20.2,867,318,,*05jpu*
551,19,Daniel Susac,OAK,C,2022,2025,23,492,-58,,*05gx0*
552,19,Nick Loftin,KC,1B,2020,Debuted,25.6,493,-58,,*066sr*
553,19,Jimmy Joyce,SEA,P,2021,2024,25.3,494,-58,,*06aw2*
554,19,Samuel Aldegheri,PHI,P,2019,2025,22.6,820,267,,*05t9h*
555,19,Maddux Bruns,LAD,P,2021,2026,21.9,445,-109,,*06481*
556,19,Jacob Reimer,NYM,3B,2022,2025,20.2,496,-59,,*06ax0*
557,19,Michael Arias,CHC,P,2018,2025,22.5,444,-112,,*062e9*
558,19,Drue Hackenberg,ATL,P,2023,2026,22.1,522,-35,,*05ua3*
559,19,Walter Ford,SEA,P,2022,2026,19.3,516,-42,,*05wrt*
560,19,Tre' Morgan,TB,1B,2023,2025,21.8,500,-59,,*06kwn*
561,19,Jose Rodriguez(LAD),LAD,P,2019,2025,22.8,,-560,,*05gs6*
562,19,Zach DeLoach,CHW,OF,2020,2024,25.7,502,-59,,*06fuv*
563,19,Zach Penrod,BOS,P,2023,2024,26.9,523,-39,,*06488*
564,19,Steven Zobac,KC,P,2022,2025,23.6,504,-59,,*06aq4*
565,19,Andres Valor,MIA,OF,2023,2027,18.5,665,101,,*06dqt*
566,19,Joe Redfield,LAA,OF,2023,2026,22.5,465,-100,,*05uni*
567,19,Griff McGarry,PHI,P,2021,2024,24.9,507,-59,,*060if*
568,19,Josh Kasevich,TOR,SS,2022,2025,23.3,696,129,,*045on*
569,19,Eguy Rosario,SD,3B,2015,Debuted,24.7,508,-60,,*06485*
570,19,David McCabe,ATL,1B,2022,2025,24.1,340,-229,,*04up9*
571,19,Heriberto Hernandez,TB,C,2017,2024,24.4,909,339,,*061z2*
572,19,Erick Torres,KC,OF,2022,2026,19.4,756,185,,*0630l*
573,19,Nick Morabito,NYM,OF,2022,2026,21,1252,680,,*0648p*
574,19,Tyler Stuart,NYM,P,2022,2024,24.6,404,-169,,*062kc*
575,19,Marcos Torres,TEX,OF,2022,2027,19.6,512,-62,,*05rgq*
576,19,Kendry Rojas,TOR,P,2020,2025,21.4,525,-50,UP,*05tde*
577,19,Dominic Keegan,TB,1B,2022,2026,22.8,514,-62,,*0630a*
578,19,Michael Knorr,HOU,P,2022,2025,24,572,-5,,*04yi5*
579,19,Eddys Leonard,DET,SS,2017,2023,23.5,543,-35,,*062k6*
580,19,Juaron Watts-Brown,TOR,P,2023,2025,22.2,530,-49,,*06f0w*
581,19,Dylan Questad,MIN,P,2023,2026,19.5,532,-48,,*060fx*
582,19,Roc Riggio,NYY,2B,2023,2025,21.9,597,16,,*04ni4*
583,19,Leonardo Jimenez,TOR,SS,2017,2024,23,520,-62,,
584,19,Luke Gold,DET,2B,2022,2025,23.6,NR,#VALUE!,,*05xtu*
585,19,Will Dion,CLE,P,2021,2025,24,534,-50,,*05sr2*
586,19,Michael McGreevy,STL,P,2021,2024,23.8,535,-50,,*05ubl*
587,19,Gabriel Hughes,COL,P,2022,2026,22.7,524,-62,,*04pvl*
588,19,Michael Burrows,PIT,P,2018,2023,24.5,556,-31,,*06dqc*
589,19,Garret Forrester,PIT,1B,2023,2025,22.5,574,-14,,*06dn4*
590,19,Brock Rodden,SEA,2B,2023,2025,23.9,559,-30,,*0648r*
591,19,Andrew Morris,MIN,P,2022,2025,22.7,,-590,,*04xne*
592,19,Yoendrys Gomez,NYY,P,2016,Debuted,24.6,554,-37,,*06gum*
593,19,Kehden Hettiger,PHI,C,2023,2026,19.9,851,259,UP,*05gdv*
594,19,Pedro Leon,HOU,OF,2021,2024,25.9,561,-32,,*05y7q*
595,19,Chandler Champlain,KC,P,2021,2024,24.8,487,-107,,*0406n*
596,19,Andres Chaparro,ARI,3B,2015,2024,25,579,-16,,*06ahe*
597,19,Kemp Alderman,MIA,OF,2023,2025,21.7,584,-12,,*06c3t*
598,19,Mario Baez,ATL,SS,2023,2027,17.7,596,-1,,*066lz*
599,19,Andrew Cossetti,MIN,C,2022,2025,24.3,593,-5,,*06ftt*
600,19,Brady Smith,LAD,P,2023,2027,19.3,536,-63,,*051gu*
601,19,Josh Rivera,CHC,SS,2023,2025,23.6,432,-168,,*06hyr*
602,19,Daiber De Los Santos,MIN,SS,2024,2028,17.6,538,-63,,*06fpi*
603,19,Brian Kalmer,CHC,3B,2023,2025,23.7,459,-143,,*060i2*
604,19,Jake Bennett,WSH,P,2022,2025,23.4,386,-217,,*0648g*
605,19,Jackson Humphries,CLE,P,2022,2026,19.8,615,11,,*05up0*
606,19,Drew Gray,CHC,P,2021,2025,21,616,11,,*05zvm*
607,19,Hunter Owen,KC,P,2023,2025,22.3,617,11,,*05u2w*
608,19,Caden Grice,ARI,P,2023,2025,21.9,637,30,,*06ek5*
609,19,Andrew Pinckney,WSH,OF,2023,2025,23.4,541,-67,,*06cf4*
610,19,Roni Cabrera,KC,OF,2022,2027,18.8,562,-47,,*06dn1*
611,19,Nick Lorusso,NYM,3B,2023,2025,23.6,677,67,,*05gsf*
612,19,Aeverson Arteaga,SF,SS,2019,2025,21.1,544,-67,,*05yiu*
613,19,Antonio Anderson,BOS,SS,2023,2026,18.8,545,-67,,*06dmz*
614,19,Brock Vradenburg,MIA,1B,2023,2025,22.1,567,-46,,*05yiv*
615,19,Teddy McGraw,SEA,P,2023,2025,22.5,547,-67,,*051fl*
616,19,Cade Marlowe,SEA,OF,2019,Debuted,26.9,548,-67,,*05rgm*
617,19,Landon Sims,ARI,P,2022,2025,23.3,452,-164,,*06f0z*
618,19,Charles McAdoo,PIT,2B,2023,2026,22.2,872,255,,*05y34*
619,19,Tsung-Che Cheng,PIT,"2B,3B,SS",2019,2024,22.8,551,-67,,*06dsa*
620,20,Kyle Karros,COL,3B,2023,2025,21.8,685,66,,*051d0*
621,20,Troy Johnston,MIA,1B,2019,2024,26.9,553,-67,,*06f0q*
622,20,Kristian Campbell,BOS,SS,2023,2026,21.9,884,263,UP,*05xnt*
623,20,Gleider Figuereo,TEX,3B,2021,2026,19.9,947,325,,*062e2*
624,20,Dylan Ray,ARI,P,2022,2025,23,346,-277,,*051ui*
625,20,Jacob Lopez,TB,P,2018,Debuted,26.2,786,162,,*05jrk*
626,20,Justin Lange,NYY,P,2020,2024,22.6,557,-68,,*066f4*
627,20,Duncan Davitt,TB,P,2022,2025,24.6,NR,#VALUE!,,*05w8l*
628,20,William Bergolla,PHI,SS,2022,2026,19.5,600,-27,,*04ahd*
629,20,Yunior Severino,MIN,2B,2016,2024,24.6,560,-68,,*06ekm*
630,20,Devin Saltiban,PHI,OF,2023,2025,19.2,702,73,,*06c34*
631,20,Yorfran Medina,LAD,1B,2022,2027,19.3,686,56,,*05xu6*
632,20,Adam Maier,ATL,P,2022,2026,22.4,669,38,,*05rci*
633,20,Alex Mooney,CLE,SS,2023,2026,21.7,,-632,,*066k3*
634,20,Javier Vaz,KC,OF,2022,2025,23.6,564,-69,UP,*0513p*
635,20,Colin Barber,HOU,OF,2019,2023,23.4,590,-44,,*05y67*
636,20,Raylin Heredia,PHI,OF,2022,2026,20.5,566,-69,,*05y6w*
637,20,Hunter Dobbins,BOS,P,2021,2025,24.7,639,3,,*05y3y*
638,20,Logan Workman,TB,P,2021,2024,25.4,746,109,,*066td*
639,20,Derlin Figueroa,KC,1B,2021,2026,20.5,NR,,,*04pht*
640,20,Alberto Rodriguez,SEA,OF,2017,2024,23.6,569,-70,,*06ic7*
641,20,Andres Arias,TOR,OF,2024,2028,17.6,570,-70,,*06ekr*
642,20,Dylan Campbell,LAD,OF,2023,2025,21.8,834,193,,*061zx*
643,20,Edinson Batista,HOU,P,2019,2025,22,NR,#VALUE!,,*05un1*
644,20,Eddinson Paulino,BOS,2B,2018,2025,21.8,609,-34,,*05gwu*
645,20,Dax Fulton,MIA,P,2020,2024,22.6,573,-71,,*05lg1*
646,20,Carter Baumler,BAL,P,2020,2025,22.3,529,-116,,*05r9h*
647,20,Jacob Hurtubise,CIN,OF,2019,2023,26.4,575,-71,,*061zg*
648,20,Angel Bastardo,BOS,P,2018,2025,21.9,447,-200,,*04lls*
649,20,Ethan Hankins,CLE,P,2018,2024,24,455,-193,,*05mxd*
650,20,Cristhian Vaquero,WSH,OF,2022,2026,19.6,390,-259,,*06dn8*
651,20,Spencer Nivens,KC,OF,2023,2025,22.5,565,-85,,*05y7t*
652,20,Henry Bolte,OAK,OF,2022,2026,20.8,676,25,,*05y6v*
653,20,BJ Murray Jr.,CHC,3B,2021,2024,24.3,581,-71,,*06fzm*
654,20,Boston Baro,NYM,SS,2023,2026,19.7,670,17,,*066b6*
655,20,Sabin Ceballos,ATL,SS,2023,2026,21.7,583,-71,,*05xsp*
656,20,Henry Williams,KC,P,2022,2025,22.6,586,-69,,*05ybt*
657,20,Jared Karros,LAD,P,2022,2025,23.5,,-656,UP,*05rcw*
658,20,Leonardo Bernal,STL,C,2021,2025,20.2,585,-72,,*05yiq*
659,20,Leandro Arias,BAL,SS,2022,2026,19.2,621,-37,,*05gdq*
660,20,Cesar Prieto,STL,SS,2022,2024,25,587,-72,,*0517a*
661,20,Anthony Veneziano,KC,P,2019,2024,26.7,580,-80,,*060qg*
662,20,Mairoshendrick Martinus,LAD,SS,2022,2026,19.2,653,-8,,*0518g*
663,20,Trevor McDonald,SF,P,2019,2024,23.2,635,-27,,*04o4r*
664,20,Carlos De La Cruz,PHI,OF,2017,2024,24.6,591,-72,,*05ydh*
665,20,Dayan Frias,CLE,SS,2018,2024,21.9,592,-72,,*05u98*
666,20,Ryan Webb,CLE,P,2021,2024,25,673,8,,*04q1w*
