Ranking,Tier,Player ID,Player,Position,Team,Age,Prev Rank,Movement,Signed,ETA,In-Person Look
324,11,*0649e*,A.J. Blubaugh,P,HOU,24.8,305,-19,2022,Debuted,
325,11,*05u2q*,Blade Tidwell,P,NYM,24,306,-19,2022,2025,
326,11,*05u2l*,Ty Floyd,P,CIN,23.8,307,-19,2023,2027,
327,11,*066b1*,Cameron Weston,P,BAL,24.8,308,-19,2022,2025,Y
328,11,*06op3*,Wei-En Lin,P,ATH,19.6,309,-19,2024,2027,
329,11,*04pvl*,Michael Burrows,P,PIT,25.6,473,144,2018,Debuted,Y
330,11,*066mn*,Yoeilin Cespedes,SS,BOS,19.7,228,-102,2023,2027,Y
331,11,*05nsq*,Deyvison De Los Santos,"1B,3B",MIA,22,139,-192,2019,2025,Y
332,11,*0630n*,Aron Estrada,"2B,SS",BAL,20.4,353,21,2022,2026,Y
333,11,*062l0*,Jadher Areinamo,"2B,SS",MIL,21.5,312,-21,2021,2026,Y
334,11,*060ue*,Jonathan Santucci,P,NYM,22.4,371,37,2024,2026,
335,11,*06kkk*,Walker Janek,C,HOU,18.7,314,-21,2024,2026,Y
336,11,*05y7u*,Malcolm Moore,C,TEX,21.8,315,-21,2024,2026,Y
337,11,*06qr6*,Nate George,OF,BAL,19,576,239,2024,2028,Y
338,11,*06ibi*,Caleb Lomavita,C,WSH,22.5,317,-21,2024,2026,Y
339,11,*066j0*,JD Dix,SS,ARI,19.6,199,-140,2024,2027,
340,11,*06f0u*,Jaden Hamm,P,DET,22.7,197,-143,2023,2025,Y
341,11,*061mj*,Jeral Perez,"2B,SS",CHW,20.6,374,33,2022,2026,Y
342,11,*0647m*,Michael Kennedy,P,CLE,20.5,384,42,2022,2026,Y
343,11,*05xzr*,Jedixson Paez,P,BOS,21.4,320,-23,2021,2026,Y
344,11,*064og*,Franyerber Montilla,"2B,SS",DET,20.1,230,-114,2022,2026,Y
345,11,*059bs*,Bryan Ramos,3B,CHW,23.2,322,-23,2018,Debuted,Y
346,11,*061a8*,Andrew Walters,P,CLE,24.5,323,-23,2023,Debuted,
347,11,*06fzq*,Craig Yoho,P,MIL,25.6,324,-23,2023,Debuted,
348,11,*06nln*,Enddy Azocar,OF,BOS,18.3,NR,NA,2024,2028,
349,11,*05t9i*,Ben Kudrna,P,KC,22.3,326,-23,2021,2026,Y
350,11,*069xw*,Jose Urbina,P,TB,19.6,387,37,2023,2027,Y
351,11,*06207*,Christian Zazueta,P,LAD,20.7,412,61,2022,2027,
352,11,*06htl*,Ty Johnson,P,TB,23.7,218,-134,2023,2026,Y
353,11,*06ekq*,Zach Thornton,P,NYM,22.4,400,47,2023,2026,
354,11,*06kru*,Argenis Cayama,P,SF,18.7,NR,NA,2024,2028,
355,11,*06m7d*,Wellington Aracena,P,NYM,20.4,NR,NA,2022,2027,
356,11,*05y3m*,Zander Mueth,P,PIT,20,330,-26,2023,2026,Y
357,11,*05rcf*,Joshua Baez,OF,STL,21.9,NR,NA,2021,2026,
358,11,*0622o*,Axiel Plaz,"C,1B",PIT,19.8,382,24,2022,2027,Y
359,11,*06o0f*,Eddie Rynders,3B,PIT,19.6,333,-26,2024,2027,Y
360,11,*06q32*,Tytus Cissell,SS,ARI,19.2,310,-50,2024,2027,
361,11,*05rcs*,Gabriel Gonzalez,OF,MIN,21.4,654,293,2021,2026,Y
362,11,*06hey*,Owen Hall,P,DET,19.6,249,-113,2024,2027,
363,11,*062j9*,Ryan Gallagher,P,CHC,22.4,NR,NA,2024,2026,
364,11,*06ltg*,Payton Eeles,"2B,SS",MIN,25.6,338,-26,2024,2025,Y
365,11,*06g2a*,Felix Arronde,P,KC,22.1,219,-146,2021,2026,Y
366,11,*06hf0*,Joey Oakie,P,CLE,19.1,444,78,2024,2027,
367,11,*066mp*,Arnaldo Lantigua,OF,CIN,19.5,419,52,2023,2027,
368,11,*060vu*,Moises Chace,P,PHI,22,175,-193,2019,2026,Y
369,11,*06icz*,Carter Johnson,SS,MIA,19.3,200,-169,2024,2027,
370,11,*06o8p*,Cobb Hightower,SS,SD,20.2,335,-35,2024,2027,
371,11,*0630l*,Nick Morabito,OF,NYM,22.1,534,163,2022,2026,
372,11,*06ibu*,Luis Cova,OF,MIA,18.3,346,-26,2024,2028,
373,11,*06j3h*,Cole Mathis,1B,CHC,21.9,296,-77,2024,2026,Y
374,11,*051wu*,Victor Bericoto,"1B,OF",SF,23.5,476,102,2018,2025,
375,11,*05xpo*,Ryan Bergert,P,SD,25.2,348,-27,2021,Debuted,Y
376,11,*062jx*,Jared Serna,SS,MIA,23,211,-165,2019,2025,Y
377,11,*05t5k*,Wilber Dotel,P,PIT,22.7,NR,NA,2020,2026,Y
378,11,*05u2u*,Tyler Black,UT,MIL,24.9,351,-27,2021,Debuted,Y
379,11,*060p1*,Yasmil Bucce,"C,1B",BAL,20.8,NR,NA,2021,2027,Y
380,11,*066kw*,Chris Cortez,P,LAA,22.7,420,40,2024,2025,
381,11,*066a6*,Braden Nett,P,SD,23,354,-27,2022,2025,Y
382,11,*06f18*,Lucas Braun,P,ATL,23.8,241,-141,2023,2025,Y
383,11,*04gdw*,Johnathan Rodriguez,OF,CLE,25.6,422,39,2016,Debuted,
384,11,*06k85*,Jose Feliz,P,WSH,19.7,NR,NA,2024,2028,
385,11,*06c4z*,Grant Kipp,P,CHC,25.6,358,-27,2022,2026,Y
386,11,*06ho7*,Paulino Santana,OF,TEX,18.5,421,35,2024,2027,
387,11,*060ig*,Drew Beam,P,KC,19.3,521,134,2024,2026,Y
388,11,*06kkj*,Ryan Forcucci,P,HOU,22.5,361,-27,2024,2026,
389,11,*05yib*,Nelson Rada,OF,LAA,19.8,455,66,2022,2027,
390,11,*06hsz*,John Gil,SS,ATL,19.1,383,-7,2023,2027,Y
391,11,*06jgx*,Gabriel Rodriguez,SS,CLE,18.1,437,46,2024,2028,
392,11,*06497*,Logan Wagner,1B,LAD,21.2,426,34,2022,2026,
393,12,*0568a*,Max Acosta,"2B,SS",MIA,22.6,163,-230,2019,2025,Y
394,12,*06ie9*,Jordan Sanchez,OF,BAL,19.7,514,120,2024,2027,Y
395,12,*06jh5*,Stiven Martinez,OF,BAL,17.8,436,41,2024,2027,Y
396,12,*05r6f*,Rayne Doncon,"3B,SS",MIN,21.7,368,-28,2021,2026,Y
397,12,*06oo1*,Herick Hernandez,P,ATL,21.8,435,38,2024,2026,
398,12,*0648r*,Andrew Morris,P,MIN,23.8,225,-173,2022,2025,Y
399,12,*06icc*,Eduardo Beltre,OF,MIN,18.6,101,-298,2024,2027,Y
400,12,*06kxm*,Dauri Fernandez,2B,CLE,18.2,NR,NA,2024,2028,
401,12,*066mw*,Rayner Arias,OF,SF,19.1,373,-28,2023,2026,
402,12,*06cgg*,Billy Amick,3B,MIN,22.6,313,-89,2024,2026,Y
403,12,*05r3a*,Brandon Young,P,BAL,26.8,395,-8,2020,Debuted,Y
404,12,*060gg*,Adam Mazur,P,MIA,24.1,170,-234,2022,Debuted,
405,12,*05m1c*,Miguel Bleis,OF,BOS,21.3,227,-178,2021,2026,Y
406,12,*06aw2*,Samuel Aldegheri,P,LAA,23.7,377,-29,2019,Debuted,
407,12,*06l49*,Eiberson Castellano,P,MIN,24.1,262,-145,2021,2025,Y
408,12,*06f0t*,Eriq Swan,P,LAD,23.6,378,-30,2023,2026,Y
409,12,*05ybz*,Brody Brecht,P,COL,22.7,380,-29,2024,2026,
410,12,*05ita*,Cristian Mena,P,ARI,22.5,657,247,2019,Debuted,Y
411,12,*05y40*,Eduardo Rivera,P,BOS,22,NR,NA,2021,2026,Y
412,12,*05rgq*,Kendry Rojas,P,TOR,22.5,424,12,2020,2026,Y
413,12,*05yha*,Mac Horvath,3B,TB,23.4,459,46,2023,2026,Y
414,12,*05yim*,Jhonny Severino,"3B,SS",PIT,20.6,264,-150,2022,2027,Y
415,12,*06p60*,Grant Shepardson,P,MIA,19.7,497,82,2024,2027,
416,12,*05yci*,Tony Blanco Jr.,UT,PIT,20.1,385,-31,2022,2027,Y
417,12,*067yf*,Dakota Jordan,OF,SF,22.1,386,-31,2024,2026,
418,12,*05u9j*,Jackson Baumeister,P,TB,22.9,166,-252,2023,2026,Y
419,12,*06ibw*,Angel Feliz,SS,WSH,21.3,536,117,2024,2028,
420,12,*06ce9*,Aldrin Batista,P,CHW,22.1,388,-32,2022,2026,Y
421,12,*06mc1*,Trey Gibson,P,BAL,23,529,108,2023,2025,
422,12,*05u2o*,George Wolkow,OF,CHW,19.4,390,-32,2023,2026,Y
423,12,*065j0*,C.J. Culpepper,P,MIN,23.6,392,-31,2022,2025,Y
424,12,*05taw*,Doug Nikhazy,P,CLE,25.8,393,-31,2021,Debuted,
425,12,*06c5f*,Jogly Garcia,P,CLE,21.7,NR,NA,2022,2027,
426,12,*06pg8*,Melkis Hernandez,P,CLE,20.4,NR,NA,2022,2027,
427,12,*04dws*,"Ernesto Martinez, Jr.",1B,MIL,26,478,51,2017,2025,
428,12,*05w7z*,Edgardo Henriquez,P,LAD,22.9,396,-32,2019,Debuted,
429,12,*06qsh*,Kyle DeGroat,P,KC,19.3,604,175,2024,2027,
430,12,*06c3v*,Yeremi Cabrera,OF,TEX,19.9,398,-32,2022,2027,
431,12,*06qse*,Ayden Johnson,SS,ATH,17.3,430,-1,2025,2029,
432,12,*06gid*,Sam Shaw,2B,TOR,20.3,NR,NA,2023,2026,
433,12,*06c29*,Tzu-Chen Sha,P,ATH,21.6,401,-32,2024,2027,
434,12,*06cql*,Kendall George,OF,LAD,20.6,825,391,2023,2026,
435,12,*06bsh*,Javier Mogollon,SS,CHW,19.6,616,181,2023,2027,Y
436,12,*06ftt*,Brady Smith,P,LAD,20.4,404,-32,2023,2027,
437,12,*06ony*,Luke Hayden,P,CIN,22.5,NR,NA,2024,2027,
438,12,*0689z*,Colton Ledbetter,OF,TB,23.6,406,-32,2023,2025,Y
439,12,*05xty*,Dylan Beavers,OF,BAL,23.8,446,7,2022,2025,Y
440,12,*067xh*,Homer Bush Jr.,OF,TB,23.6,408,-32,2023,2027,Y
441,12,*06r8u*,Shotaro Morii,"SS,P",ATH,18.5,447,6,2025,2029,
442,12,*06s7q*,Liomar Martinez,P,MIA,19.9,410,-32,2022,2027,
443,12,*05jr4*,Brandon Birdsell,P,CHC,25.2,440,-3,2022,2025,
444,12,*06jbn*,Humberto Cruz,P,SD,18.5,470,26,2024,2028,
445,12,*06iej*,Edgleen Perez,C,NYY,19,413,-32,2023,2027,Y
446,12,*05m6e*,Omar Alfonzo,"C,1B",PIT,21.8,369,-77,2021,2026,Y
447,12,*06f0w*,Dylan Questad,P,MIN,20.6,414,-33,2023,2026,Y
448,12,*06fqq*,Owen Wild,P,TB,22.8,461,13,2023,2026,Y
449,12,*05j6w*,Adrian Pinto,2B,TOR,22.7,671,222,2019,2026,Y
450,12,*06hu8*,Trent Harris,P,SF,25.6,472,22,2023,2026,
451,12,*06qhg*,Maykel Coret,OF,TB,17.7,418,-33,2025,2029,
452,12,*06nv7*,Victor Figueroa,1B,SD,21.4,NR,NA,2024,2027,
453,12,*06c1m*,Sammy Stafura,SS,CIN,20.6,479,26,2023,2026,
454,12,*06dq5*,Braylin Morel,OF,TEX,19.4,407,-47,2023,2027,Y
455,12,*06ien*,Dante Nori,OF,PHI,20.7,441,-14,2024,2027,Y
456,12,*06kv2*,Handelfry Encarnacion,OF,MIL,18,NR,NA,2024,2028,
457,12,*06qev*,Eli Lovich,OF,CHC,19.8,623,166,2024,2027,
458,12,*06plc*,Sam Antonacci,2B,CHW,22.3,631,173,2024,2026,Y
459,12,*06mpm*,Juan Ortuno,OF,MIL,18.1,NR,NA,2024,2028,
460,12,*06kui*,Roldy Brito,2B,COL,18.2,NR,NA,2024,2028,
461,12,*06fzm*,Boston Baro,"3B,SS",NYM,20.8,331,-130,2023,2026,Y
462,12,*06kkb*,Boston Bateman,P,SD,19.7,445,-17,2024,2027,
463,12,*06nue*,Joshua Kuroda-Grauer,SS,ATH,22.3,429,-34,2024,2026,
464,12,*06nzs*,Conrad Cason,SS,BOS,18.8,504,40,2024,2027,Y
465,12,*06kk7*,Trey Gregory-Alford,P,LAA,19.1,434,-31,2024,2027,
466,12,*066mf*,Filippo Di Turi,"2B,SS",MIL,19.6,584,118,2023,2026,Y
467,13,*064da*,Nacho Alvarez,2B,ATL,22.2,433,-34,2022,Debuted,Y
468,13,*06dvu*,Lisbel Diaz,OF,SF,19.9,367,-101,2023,2026,
469,13,*06dqq*,Ethan O'Donnell,OF,CIN,23.2,409,-60,2023,2026,
470,13,*06dlx*,Jackson Nezuh,P,HOU,23.3,469,-1,2023,2026,Y
471,13,*06ice*,Edward Lantigua,OF,NYM,18.6,535,64,2024,2028,
472,13,*06kjz*,Chase Harlan,3B,LAD,18.9,439,-33,2024,2027,
473,13,*06o0r*,Stharlin Torres,P,CIN,19,NR,NA,2024,2028,
474,13,*06ckl*,Luis De Leon,P,BAL,22.1,464,-10,2021,2026,Y
475,13,*06249*,Marco Vargas,2B,NYM,20.1,779,304,2022,2027,
476,13,*06huk*,Ryan Galanie,1B,CHW,25,838,362,2023,2026,Y
477,13,*06rnz*,Rayven Antonio,P,ATL,19.3,NR,NA,2023,2027,
478,13,*06ibq*,Yandel Ricardo,SS,KC,18.7,835,357,2024,2028,
479,13,*06r5q*,Kenny Fenelon,OF,MIL,17.7,483,4,2025,2029,
480,13,*06dmr*,Matt Wilkinson,P,CLE,22.5,480,0,2023,2026,
481,13,*05t7a*,Anthony Solometo,P,PIT,22.5,481,0,2021,2026,Y
482,13,*06ahu*,Sean Sullivan,P,COL,22.9,482,0,2023,2026,
483,13,*06qnx*,Aidan Foeller,P,LAD,23.2,670,187,2024,2027,
484,13,*06qqn*,Jayden Dubanewicz,P,MIL,19.2,674,190,2024,2027,
485,13,*05yh6*,Luke Holman,P,CIN,22.4,451,-34,2024,2026,
486,13,*04pkq*,Anthony Seigler,2B,MIL,26,NR,NA,2018,2025,
487,13,*06qhe*,Diego Tornes,OF,ATL,16.9,453,-34,2025,2029,
488,13,*069zn*,Josh Knoth,P,MIL,19.8,454,-34,2023,2026,Y
489,13,*06pi0*,Eric Hartman,OF,ATL,19,565,76,2024,2027,Y
490,13,*066mq*,Yophery Rodriguez,OF,MIL,19.5,205,-285,2023,2026,Y
491,13,*068z1*,Pablo Guerrero,1B,TEX,18.8,417,-74,2023,2026,
492,13,*06qi1*,Brett Sears,P,ATL,25.1,NR,NA,2024,2026,Y
493,13,*06dna*,Isaiah Drake,OF,ATL,19.9,996,503,2023,2026,Y
494,13,*06ltf*,Adrian Bohorquez,P,MIN,20.3,460,-34,2023,2026,Y
495,13,*06f8f*,Hyun-Seok Jang,P,LAD,21.2,500,5,2023,2026,
496,13,*06nuj*,Jackson Kent,P,WSH,22.3,491,-5,2024,2026,
497,13,*066m6*,Jeter Martinez,P,SEA,19.3,301,-196,2023,2027,
498,13,*066fg*,Gage Stanifer,P,TOR,21.5,NR,NA,2022,2026,
499,13,*06qnl*,Jude Warwick,SS,DET,19.7,924,425,2024,2027,Y
500,13,*06iad*,Brian Sanchez,OF,NYY,20.9,487,-13,2023,2026,Y
