Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
405,13,*067yp*,Ralphy Velazquez,C,CLE,19.3,411,6
406,13,*03nru*,Jesus Sanchez,OF,MIA,26.9,380,-26
407,13,*051e5*,Matt Waldron,P,SD,28,321,-86
408,13,*05xu0*,Drew Gilbert,OF,NYM,24,382,-26
409,13,*04y9o*,Jack Leiter,P,TEX,24.4,446,37
410,13,*04en7*,Garrett Mitchell,OF,MIL,26,386,-24
411,13,*041e3*,Braxton Garrett,P,MIA,27.1,384,-27
412,13,*062yr*,Noble Meyer,P,MIA,19.7,385,-27
413,13,*06ibv*,Jesus Made,SS,MIL,17.3,NR,NA
414,13,*05wy1*,Brayden Taylor,3B,TB,22.3,424,10
415,13,*05js6*,Ricky Tiedemann,P,TOR,22.1,396,-19
416,13,*01cdf*,Giancarlo Stanton,OF,NYY,34.9,388,-28
417,13,*04y11*,Luis Matos,OF,SF,22.6,359,-58
418,13,*05uy5*,AJ Smith-Shawver,P,ATL,21.8,417,-1
419,13,*05m49*,Jung Hoo Lee,OF,SF,26.1,391,-28
420,13,*05ybr*,Ethan Salas,C,SD,18.3,442,22
421,13,*06bsb*,Eduardo Tait,C,PHI,18,413,-8
422,13,*06c79*,Eduardo Quintero,"C,OF",LAD,19,403,-19
423,13,*04pmu*,Ryan Jeffers,C,MIN,27.3,394,-29
424,13,*025kd*,Jose Quintana,P,NYM,35.6,395,-29
425,13,*026lz*,Josh Bell,1B,ARI,37.8,463,38
426,13,*0641c*,Zach Dezenzo,3B,HOU,24.3,397,-29
427,13,*061gx*,Jacob Melton,OF,HOU,24,398,-29
428,13,*0310z*,J.P. Crawford,SS,SEA,29.7,399,-29
429,13,*05tzg*,Jace Jung,2B,DET,23.9,435,6
430,13,*05xu8*,Tyler Locklear,"1B,3B",SEA,23.8,401,-29
431,13,*05u2u*,Tyler Black,2B,MIL,24.1,402,-29
432,13,*05r64*,Thayron Liranzo,C,DET,21.2,558,126
433,13,*041qr*,Aaron Civale,P,MIL,29.3,455,22
434,13,*02mwg*,Jesse Winker,"OF,UT",NYM,31.1,405,-29
435,13,*05uy1*,Justyn-Henry Malloy,"3B,OF",DET,24.6,345,-90
436,14,*03dbo*,Jordan Montgomery,P,ARI,31.7,343,-93
437,14,*066mk*,Welbyn Francisca,SS,CLE,18.3,443,6
438,14,*061mh*,Robby Snelling,P,MIA,20.7,409,-29
439,14,*05gef*,Cade Cavalli,P,WSH,26.1,410,-29
440,14,*064o4*,Demetrio Crisantes,SS,ARI,20,NR,NA
441,14,*051dl*,Edouard Julien,2B,MIN,25.4,373,-68
442,14,*064o6*,Gary Gill Hill,P,TB,20,445,3
443,14,*04yi8*,Spencer Jones,"1B,OF",NYY,23.3,414,-29
444,14,*06dq9*,Aidan Smith,OF,TB,20.1,503,59
445,14,*03pzo*,Leody Taveras,OF,TEX,26,416,-29
446,14,*005ih*,Clayton Kershaw,P,LAD,36.5,404,-42
447,14,*029si*,Eduardo Rodriguez,P,ARI,31.4,418,-29
448,14,*04t3y*,Alejandro Kirk,C,TOR,25.9,514,66
449,14,*06c78*,Franklin Arias,SS,BOS,18.8,457,8
450,14,*05y2l*,Emmet Sheehan,P,LAD,24.8,421,-29
451,14,*066ir*,James Tibbs,OF,SF,22,422,-29
452,14,*04esz*,Chas McCormick,OF,HOU,29.4,368,-84
453,14,*05u1y*,Cam Collier,3B,CIN,19.8,488,35
454,14,*03lua*,Brendan Rodgers,2B,COL,28.1,722,268
455,14,*04yib*,Brett Baty,3B,NYM,24.8,426,-29
456,14,*03d7g*,Alex Verdugo,OF,NYY,28.3,387,-69
457,14,*0596g*,Reid Detmers,P,LAA,25.2,428,-29
458,14,*02hg4*,Marcus Stroman,P,NYY,33.4,429,-29
459,14,*05jqi*,Shay Whitcomb,SS,HOU,26,430,-29
460,14,*02mv0*,Andrew Heaney,P,TEX,33.3,431,-29
461,14,*06ala*,Osvaldo Bido,P,OAK,28.9,NR,NA
462,14,*05r5e*,Angel Genao,SS,CLE,20.3,540,78
463,14,*04eey*,MJ Melendez,"C,OF",KC,25.8,523,60
464,14,*04ppz*,Jake Irvin,P,WSH,27.6,439,-25
465,14,*02bu3*,Brandon Woodruff,P,MIL,31.6,436,-29
466,14,*04pxf*,Davis Martin,P,CHW,27.7,NR,NA
467,14,*0516h*,DJ Herz,P,WSH,23.7,438,-29
468,14,*03qne*,Chris Paddack,P,MIN,28.7,458,-10
469,14,*04psu*,James Outman,OF,LAD,27.3,440,-29
470,14,*04mn4*,Joey Bart,C,PIT,27.7,896,426
471,14,*04qow*,Kevin Alcantara,OF,CHC,22.2,489,18
472,14,*06582*,Luke Adams,3B,MIL,20.4,490,18
473,14,*04g1x*,David Peterson,P,NYM,29,444,-29
474,14,*06icc*,Eduardo Beltre,OF,MIN,17.9,NR,NA
475,14,*026qc*,Joc Pederson,OF,ARI,32.4,465,-10
476,14,*067xm*,George Klassen,P,LAA,22.6,447,-29
477,14,*0317o*,Jeff McNeil,"2B,OF",NYM,32.4,448,-29
478,14,*04o2x*,Davis Schneider,"2B,OF",TOR,25.6,449,-29
479,14,*060q2*,Jairo Iriarte,P,CHW,22.7,450,-29
480,14,*02z0t*,Michael Conforto,OF,SF,31.5,451,-29
481,14,*04fq2*,Javier Assad,P,CHC,27.1,533,52
482,14,*04aee*,Jo Adell,OF,LAA,25.4,534,52
483,14,*04efi*,Connor Wong,C,BOS,28.3,473,-10
484,14,*066mq*,Yophery Rodriguez,OF,MIL,18.8,496,12
485,14,*066eo*,Cole Carrigg,OF,COL,22.4,674,189
486,14,*057zc*,Jonatan Clase,OF,TOR,22.3,459,-27
487,14,*03ppa*,A.J. Minter,P,ATL,31,460,-27
488,14,*066mx*,Starlyn Caba,SS,PHI,18.8,486,-2
489,14,*04pmq*,Braxton Ashcraft,P,PIT,24.9,478,-11
490,14,*061wh*,Jefferson Rojas,SS,CHC,19.4,467,-23
491,14,*060fy*,Luis Baez,OF,HOU,20.7,466,-25
492,14,*05y3q*,Blake Mitchell,"C,3B",KC,20.1,473,-19
493,14,*05t64*,Felix Bautista,P,BAL,29.2,712,219
494,14,*0630e*,Colby Thomas,OF,OAK,23.6,476,-18
495,14,*04pmp*,Simeon Woods-Richardson,P,MIN,24,492,-3
496,14,*05rc5*,Termarr Johnson,2B,PIT,20.3,505,9
497,14,*02n4s*,Matthew Boyd,P,CLE,33.6,515,18
498,14,*06c36*,Brice Matthews,SS,HOU,22.5,570,72
499,14,*05yim*,Jhonny Severino,SS,PIT,19.8,601,102
500,14,*06b72*,George Lombard Jr.,SS,NYY,19.3,530,30
