Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
405,13,*0514o*,Cody Bradford,P,TEX,26.8,394,-11
406,13,*05y7n*,Jarlin Susana,P,WSH,20.7,396,-10
407,13,*061yu*,Jacob Misiorowski,P,MIL,22.7,397,-10
408,13,*066n3*,Ryan Walker,P,SF,32.7,507,99
409,13,*063e5*,Caden Dana,P,LAA,21,334,-75
410,13,*04pbq*,Geraldo Perdomo,"2B,3B,SS",ARI,25.1,398,-12
411,13,*067xj*,Cooper Pratt,SS,MIL,20.3,399,-12
412,13,*05rb1*,Sal Frelick,OF,MIL,24.6,400,-12
413,13,*05tce*,Connor Norby,2B,MIA,24.5,518,105
414,13,*03d6p*,Grant Holmes,P,ATL,28.7,862,448
415,13,*031d4*,Zack Littell,P,TB,29.2,403,-12
416,13,*04eee*,Drew Rasmussen,P,TB,29.4,531,115
417,13,*04mrn*,Bo Naylor,C,CLE,24.8,404,-13
418,13,*067yp*,Ralphy Velazquez,C,CLE,19.5,405,-13
419,13,*03nru*,Jesus Sanchez,OF,MIA,27.2,406,-13
420,13,*05xu0*,Drew Gilbert,OF,NYM,24.2,408,-12
421,13,*04y9o*,Jack Leiter,P,TEX,24.6,409,-12
422,13,*04en7*,Garrett Mitchell,OF,MIL,26.2,410,-12
423,13,*05xod*,Sean Burke,P,CHW,25,871,448
424,13,*041e3*,Braxton Garrett,P,MIA,27.3,411,-13
425,13,*062yr*,Noble Meyer,P,MIA,19.9,412,-13
426,13,*04hyc*,Ivan Herrera,C,STL,24.5,644,218
427,13,*01ual*,Paul Goldschmidt,1B,STL,37.2,364,-63
428,13,*05wy1*,Brayden Taylor,3B,TB,22.5,414,-14
429,13,*05js6*,Ricky Tiedemann,P,TOR,22.3,415,-14
430,13,*01cdf*,Giancarlo Stanton,OF,NYY,35.1,416,-14
431,13,*04y11*,Luis Matos,OF,SF,22.8,417,-14
432,13,*06agr*,Slade Caldwell,OF,ARI,18.5,573,141
433,13,*06aly*,Carson Benge,OF,NYM,21.9,512,79
434,13,*05uy5*,AJ Smith-Shawver,P,ATL,22,418,-16
435,13,*05m49*,Jung Hoo Lee,OF,SF,26.3,419,-16
436,13,*05ybr*,Ethan Salas,C,SD,18.5,420,-16
437,13,*06bsb*,Eduardo Tait,C,PHI,18.3,421,-16
438,13,*06c79*,Eduardo Quintero,"C,OF",LAD,19.2,422,-16
439,13,*04pmu*,Ryan Jeffers,C,MIN,27.5,423,-16
440,13,*04alq*,Pavin Smith,"1B,OF",ARI,28.8,692,252
441,13,*04pmb*,Kris Bubic,P,KC,27.3,731,290
442,13,*025kd*,Jose Quintana,P,NYM,35.9,424,-18
443,13,*04ywk*,Tylor Megill,P,NYM,29.4,616,173
444,13,*04g1x*,David Peterson,P,NYM,29.3,473,29
445,13,*0637j*,Josue Briceno,C,DET,20.2,585,140
446,13,*026lz*,Josh Bell,1B,ARI,38.1,425,-21
447,13,*05js7*,Nick Yorke,2B,PIT,22.7,589,142
448,13,*0641c*,Zach Dezenzo,3B,HOU,24.6,426,-22
449,13,*061gx*,Jacob Melton,OF,HOU,24.2,427,-22
450,13,*0310z*,J.P. Crawford,SS,SEA,29.9,428,-22
451,13,*05tzg*,Jace Jung,2B,DET,24.1,429,-22
452,13,*05xu8*,Tyler Locklear,"1B,3B",SEA,24,430,-22
453,13,*05u2u*,Tyler Black,2B,MIL,24.4,431,-22
454,13,*04eld*,J.P. Sears,P,OAK,28.8,395,-59
455,13,*041qr*,Aaron Civale,P,MIL,29.5,433,-22
456,13,*02mwg*,Jesse Winker,"OF,UT",NYM,31.3,434,-22
457,13,*04tjl*,Otto Lopez,"2B,OF",MIA,26.2,849,392
458,13,*05uy1*,Justyn-Henry Malloy,"3B,OF",DET,24.8,435,-23
459,14,*05rc5*,Termarr Johnson,2B,PIT,20.5,496,37
460,14,*051aa*,Porter Hodge,P,CHC,23.8,851,391
461,14,*066mk*,Welbyn Francisca,SS,CLE,18.5,437,-24
462,14,*061mh*,Robby Snelling,P,MIA,21,438,-24
463,14,*05gef*,Cade Cavalli,P,WSH,26.3,439,-24
464,14,*064o4*,Demetrio Crisantes,SS,ARI,20.2,440,-24
465,14,*051dl*,Edouard Julien,2B,MIN,25.6,441,-24
466,14,*064o6*,Gary Gill Hill,P,TB,20.2,442,-24
467,14,*04yi8*,Spencer Jones,"1B,OF",NYY,23.6,443,-24
468,14,*06dq9*,Aidan Smith,OF,TB,20.4,444,-24
469,14,*05unf*,Denzel Clarke,OF,OAK,24.6,767,298
470,14,*03pzo*,Leody Taveras,OF,TEX,26.2,445,-25
471,14,*005ih*,Clayton Kershaw,P,LAD,36.7,446,-25
472,14,*029si*,Eduardo Rodriguez,P,ARI,31.7,447,-25
473,14,*05sr2*,Michael McGreevy,P,STL,24.4,634,161
474,14,*0630e*,Colby Thomas,OF,OAK,23.8,494,20
475,14,*03pdw*,Andrew Benintendi,OF,CHW,30.4,677,202
476,14,*06c78*,Franklin Arias,SS,BOS,19,449,-27
477,14,*05y2l*,Emmet Sheehan,P,LAD,25,450,-27
478,14,*066ir*,James Tibbs,OF,SF,22.2,451,-27
479,14,*04esz*,Chas McCormick,OF,HOU,29.6,452,-27
480,14,*05u1y*,Cam Collier,3B,CIN,20,453,-27
481,14,*05wrt*,Tre' Morgan,1B,TB,22.4,545,64
482,14,*041ts*,Luke Raley,"1B,OF",SEA,30.2,626,144
483,14,*03d7g*,Alex Verdugo,OF,NYY,28.6,456,-27
484,14,*0596g*,Reid Detmers,P,LAA,25.4,457,-27
485,14,*02hg4*,Marcus Stroman,P,NYY,33.6,458,-27
486,14,*05jqi*,Shay Whitcomb,SS,HOU,26.2,459,-27
487,14,*02mv0*,Andrew Heaney,P,TEX,33.5,460,-27
488,14,*06ala*,Osvaldo Bido,P,OAK,29.1,461,-27
489,14,*05r5e*,Angel Genao,SS,CLE,20.5,462,-27
490,14,*04eey*,MJ Melendez,"C,OF",KC,26,463,-27
491,14,*04ppz*,Jake Irvin,P,WSH,27.8,464,-27
492,14,*02bu3*,Brandon Woodruff,P,MIL,31.8,465,-27
493,14,*04pxf*,Davis Martin,P,CHW,27.9,466,-27
494,14,*0516h*,DJ Herz,P,WSH,23.9,467,-27
495,14,*03qne*,Chris Paddack,P,MIN,28.9,468,-27
496,14,*04psu*,James Outman,OF,LAD,27.6,469,-27
497,14,*04qow*,Kevin Alcantara,OF,CHC,22.4,471,-26
498,14,*06582*,Luke Adams,3B,MIL,20.6,472,-26
499,14,*05g3x*,Maikel Garcia,"2B,3B,SS",KC,24.8,560,61
500,14,*06icc*,Eduardo Beltre,OF,MIN,18.1,474,-26
