Ranking,Player,Position,Team,Age,Previous,Movement,Tier,Player ID
403,Andres Gimenez,2B,TOR,26.9,378,-25,12,*03pzn*
404,Cam Collier,3B,CIN,20.7,350,-54,12,*05u1y*
405,Sean Burke,P,CHW,25.7,571,166,12,*05xod*
406,Mike Sirota,OF,LAD,22.2,374,-32,12,*066ip*
407,Theo Gillen,OF,TB,19.9,387,-20,12,*05u2m*
408,Cam Caminiti,P,ATL,19,438,30,12,*062e0*
409,Chandler Simpson,OF,TB,24.7,406,-3,12,*0622w*
410,Payton Tolle,P,BOS,22.8,432,22,12,*06gwk*
411,J.T. Ginn,P,ATH,26.2,558,147,12,*04pkt*
412,David Festa,P,MIN,25.4,381,-31,12,*05yav*
413,Nick Martinez,P,CIN,35,329,-84,12,*02c4q*
414,Jurickson Profar,OF,ATL,32.5,347,-67,12,*01spl*
415,Pavin Smith,"1B,OF,P",ARI,29.5,383,-32,12,*04alq*
416,Nathaniel Lowe,1B,WSH,30.1,250,-166,12,*041xv*
417,Jorge Soler,"OF,UT",LAA,33.5,410,-7,12,*02i11*
418,Daulton Varsho,OF,TOR,29.1,385,-33,12,*04efa*
419,Camilo Doval,P,NYY,28.1,386,-33,12,*04k0w*
420,Zach Eflin,P,BAL,31.4,396,-24,12,*02mwq*
421,Ricky Tiedemann,P,TOR,23,388,-33,12,*05js6*
422,Nolan McLean,"UT,SP",NYM,24.1,471,49,12,*05y7s*
423,Hagen Smith,P,CHW,22,390,-33,12,*05zd4*
424,Trey Yesavage,P,TOR,22,391,-33,12,*06apx*
425,Luis Morales,P,ATH,22.9,392,-33,12,*0662m*
426,Franklin Arias,"2B,SS",BOS,19.7,320,-106,12,*06c78*
427,Garrett Mitchell,OF,MIL,26.9,394,-33,12,*04en7*
428,Jacob Lopez,P,ATH,27.4,420,-8,12,*051ui*
429,Mick Abel,P,MIN,24,400,-29,12,*05g4k*
430,Reid Detmers,P,LAA,26.1,412,-18,12,*0596g*
431,Brandon Pfaadt,P,ARI,26.8,398,-33,12,*05lg3*
432,Max Scherzer,P,TOR,41.1,670,238,12,*004ee*
433,Brett Baty,"2B,3B",NYM,25.8,428,-5,12,*04yib*
434,Slade Cecconi,P,CLE,26.1,484,50,12,*04tk1*
435,Brady Singer,P,CIN,29,373,-62,12,*03pov*
436,J.P. Crawford,SS,SEA,30.6,325,-111,12,*0310z*
437,Gage Jump,P,ATH,22.3,415,-22,12,*05t9g*
438,Owen Murphy,P,ATL,21.9,700,262,12,*062pm*
439,Edgar Quero,C,CHW,22.4,405,-34,12,*05un2*
440,Eduardo Rodriguez,P,ARI,32.4,403,-37,12,*029si*
441,Victor Robles,OF,SEA,28.2,407,-34,13,*03c65*
442,Harrison Bader,OF,PHI,31.2,459,17,13,*03qjv*
443,Jordan Walker,OF,STL,23.2,409,-34,13,*05gbf*
444,Grant Holmes,P,ATL,29.4,328,-116,13,*03d6p*
445,Kaelen Culpepper,SS,MIN,22.6,486,41,13,*06hx4*
446,Jonathan India,"2B,3B,OF",KC,28.7,423,-23,13,*04nx3*
447,Jake Burger,"1B,3B",TEX,29.3,413,-34,13,*04azv*
448,Cam Schlittler,P,NYY,24.5,434,-14,13,*05u6q*
449,Chris Bassitt,P,TOR,36.5,421,-28,13,*02c2h*
450,Khal Stephen,P,CLE,22.6,480,30,13,*06nub*
451,Willi Castro,"2B,3B,SS,OF,P",CHC,28.3,581,130,13,*03btu*
452,Ryan Mountcastle,1B,BAL,28.5,417,-35,13,*03pjl*
453,Mike Yastrzemski,"OF,P",KC,35,429,-24,13,*031dw*
454,Wenceel Perez,"OF,UT",DET,25.8,517,63,13,*04an8*
455,Lane Thomas,OF,CLE,30,419,-36,13,*03dei*
456,Caleb Bonemer,SS,CHW,19.9,424,-32,13,*06hea*
457,Jeferson Quero,C,MIL,22.8,422,-35,13,*05gss*
458,Jake Meyers,OF,HOU,29,425,-33,13,*04emt*
459,Chase Meidroth,"2B,3B,SS",CHW,24.1,445,-14,13,*0648n*
460,Ronny Mauricio,"2B,3B",NYM,24.4,446,-14,13,*04fyo*
461,Lourdes Gurriel Jr.,OF,ARI,31.8,287,-174,13,*03nri*
462,Drew Gilbert,OF,SF,24.9,426,-36,13,*05xu0*
463,Hyeseong Kim,"2B,SS,OF",LAD,26.5,427,-36,13,*06in4*
464,Tyler Freeman,"2B,3B,SS,OF",COL,26.2,458,-6,13,*04efc*
465,Joe Musgrove,P,SD,32.7,443,-22,13,*02bqy*
466,Davis Martin,P,CHW,28.6,431,-35,13,*04pxf*
467,Jarlin Susana,P,WSH,21.4,586,119,13,*05y7n*
468,Ramon Laureano,OF,SD,31.1,551,83,13,*03dp8*
469,Brandon Sproat,P,NYM,24.9,557,88,13,*0515o*
470,Felnin Celesten,SS,SEA,19.9,435,-35,13,*05mx9*
471,Hunter Barco,P,PIT,24.7,436,-35,13,*04nb5*
472,Jacob Melton,OF,HOU,24.9,437,-35,13,*061gx*
473,Cade Cavalli,P,WSH,27,499,26,13,*05gef*
474,Christian Scott,P,NYM,26.2,440,-34,13,*05xpq*
475,Carlos Lagrange,P,NYY,22.2,541,66,13,*062h4*
476,Andrew Benintendi,OF,CHW,31.1,482,6,13,*03pdw*
477,Dominic Canzone,OF,SEA,28,637,160,13,*05161*
478,Gavin Sheets,"1B,OF",SD,29.3,430,-48,13,*04eej*
479,C.J. Kayfus,"1B,OF",CLE,23.8,460,-19,13,*06dn6*
480,Ty France,1B,TOR,31.1,462,-18,13,*03whq*
481,Jose Caballero,"2B,3B,SS,OF,P",NYY,29,457,-24,13,*04eig*
482,Colby Thomas,OF,ATH,24.5,447,-35,13,*0630e*
483,Didier Fuentes,P,ATL,20.2,449,-34,13,*064zm*
484,Johnny King,P,TOR,19,612,128,13,*06n3o*
485,Tobias Myers,P,MIL,27,450,-35,13,*041sz*
486,J.R. Ritchie,P,ATL,22.1,451,-35,13,*05tzo*
487,Jack Perkins,P,ATH,28,452,-35,13,*0657l*
488,Spencer Jones,OF,NYY,24.2,574,86,13,*04yi8*
489,Harry Ford,C,SEA,22.5,454,-35,13,*05raw*
490,Thayron Liranzo,"C,1B",DET,22.1,455,-35,13,*05r64*
491,Billy Carlson,SS,CHW,19,NR,NA,13,*06alq*
492,Chad Patrick,P,MIL,27,327,-165,13,*05yb8*
493,Janson Junk,P,MIA,29.6,489,-4,13,*04etg*
494,Carlos Estevez,P,KC,32.6,465,-29,13,*03mnq*
495,Nestor German,P,BAL,23.5,495,0,13,*06gjv*
496,Joe Mack,C,MIA,22.6,467,-29,13,*05rcd*
497,Justin Crawford,OF,PHI,21.6,468,-29,13,*05y30*
498,Ben Brown,P,CHC,25.9,507,9,13,*04o2w*
499,Jacob Reimer,3B,NYM,21.5,470,-29,13,*06481*
500,Hector Rodriguez,OF,CIN,21.4,680,180,13,*05xse*
