Ranking,Tier,Player,Team,Position,Signed,ETA,Age,Prev Rank,Movement,OBP,Player ID
336,16,Barrett Kent,LAA,P,2023,2026,19.7,316,-19,,*067xl*
337,16,Lonnie White,PIT,OF,2021,2025,21.4,362,26,,*05t9m*
338,16,Yu-Min Lin,ARI,P,2021,2025,20.9,285,-52,,*061wi*
339,16,Demetrio Crisantes,ARI,SS,2022,2026,19.7,913,575,,*064o4*
340,16,Rayne Doncon,MIN,SS,2021,2026,20.7,388,49,,*05r6f*
341,16,Cristian Mena,ARI,P,2019,2025,21.5,289,-51,,*05ita*
342,16,Ty Floyd,CIN,P,2023,2025,22.8,260,-81,,*05u2l*
343,16,Peter Heubeck,LAD,P,2021,2025,21.9,934,592,,*05uvd*
344,16,Keiner Delgado,PIT,SS,2020,2027,20.4,240,-103,,*061z7*
345,16,Colin Houck,NYM,SS,2023,2026,19.7,184,-160,,*066nf*
346,16,Damiano Palmegiani,TOR,3B,2021,2024,24.4,297,-48,UP,*05wbq*
347,16,Mike Vasil,NYM,P,2021,2024,24.2,292,-54,,*04ok0*
348,16,Francisco Vilorio,NYY,OF,2024,2028,17.6,509,162,,*06ibp*
349,16,Gino Groover,ARI,SS,2023,2025,22.1,301,-47,,*05yj5*
350,16,Enmanuel Tejeda,NYY,SS,2022,2027,19.4,250,-99,,*0638j*
351,16,Jose Fleury,HOU,P,2021,2025,22.2,296,-54,,*066qg*
352,16,Jarlin Susana,WSH,P,2022,2026,20.2,317,-34,,*05y7n*
353,16,Darell Hernaiz,OAK,SS,2019,Debuted,22.8,304,-48,,*05145*
354,16,Justice Bigbie,DET,3B,2021,2025,25.4,308,-45,,*05ylo*
355,16,A.J. Vukovich,ARI,3B,2020,2024,22.9,306,-48,,*05jql*
356,16,Kumar Rocker,TEX,P,2022,2024,24.5,320,-35,,*04azu*
357,16,Nathan Martorella,SD,1B,2022,2025,23.3,247,-109,UP,*0648v*
358,16,Jeffry Rosa,NYM,OF,2023,2027,19.7,328,-29,,*067zp*
359,16,Yeiker Reyes,COL,OF,2023,2025,18.6,917,559,,*06c1o*
360,16,Waner Luciano,HOU,3B,2022,2026,19.4,256,-103,,*061zq*
361,16,Kahlil Watson,CLE,SS,2021,2025,21.1,326,-34,,*05rau*
362,16,John Cruz,MIA,OF,2022,2027,18.8,302,-59,,*06200*
363,16,Blaze Jordan,BOS,1B,2020,2024,21.5,269,-93,UP,*04nq4*
364,16,Joander Suarez,NYM,P,2018,2025,24.3,401,38,,*055hw*
365,16,Carlos Rodriguez,MIL,P,2021,2025,22.5,341,-23,,*05yf9*
366,16,Luis Serna,NYY,P,2021,2027,19.9,410,45,,*05uve*
367,16,Trevor Martin,TB,P,2022,2025,23.5,493,127,,*06309*
368,16,Austin Charles,KC,SS,2022,2026,20.6,391,24,,*0647z*
369,16,Luis Vazquez,CHC,SS,2017,Debuted,24.7,351,-17,,*04ens*
370,16,Eduardo Tait,PHI,C,2023,2027,17.8,325,-44,,*06bsb*
371,17,Derek Bernard,COL,SS,2022,2027,18.8,307,-63,,*0633e*
372,17,Braylin Morel,TEX,OF,2023,2027,18.4,414,43,,*06dq5*
373,17,Frank Mozzicato,KC,P,2021,2026,21,432,60,,*05tcb*
374,17,Fernando Perez,TOR,P,2022,2026,20.3,495,122,,*06ek7*
375,17,Yandel Ricardo,KC,SS,2024,2028,17.7,310,-64,,*06ibq*
376,17,Hiro Wyatt,KC,P,2023,2026,19.8,378,3,,*06dqf*
377,17,Landen Roupp,SF,P,2021,Debuted,25.7,288,-88,,*05y72*
378,17,Adam Macko,TOR,P,2019,2024,23.4,825,448,,*0515q*
379,17,Keider Montero,DET,P,2016,2024,23.9,261,-117,,*05a1v*
380,17,Mason Barnett,KC,P,2022,2025,23.6,313,-66,,*0630h*
381,17,Peyton Pallette,CHW,P,2022,2025,23.1,359,-21,,*05u38*
382,17,Daniel Espino,CLE,P,2019,2024,23.4,315,-66,,*04ya2*
383,17,Wilmer Flores,DET,P,2020,2024,23.3,282,-100,,*05ww2*
384,17,Samuel Aldegheri,PHI,P,2019,2025,22.7,553,170,,*06aw2*
385,17,Cole Schoenwetter,CIN,P,2023,2026,19.7,344,-40,,*067xk*
386,17,Yasser Mercedes,MIN,OF,2022,2026,19.6,456,71,,*05ych*
387,17,Anthony Gutierrez,TEX,OF,2022,2026,19.5,385,-1,,*05wy2*
388,17,Yassel Soler,ARI,3B,2023,2027,18.4,NR,NA,,*06ciz*
389,17,Diego Cartaya,LAD,C,2018,2024,22.7,280,-108,UP,*04p0h*
390,17,Franyerber Montilla,DET,2B,2022,2026,19.1,NR,NA,,*064og*
391,17,Henry Bolte,OAK,OF,2022,2026,20.8,651,261,,*05y7t*
392,17,Kevin Parada,NYM,C,2022,2025,22.8,324,-67,UP,*05jrc*
393,17,George Valera,CLE,OF,2017,2024,23.6,319,-73,UP,*04fqi*
394,17,Braylin Tavera,BAL,OF,2022,2026,19.3,428,35,,*05ygp*
395,17,Ryan Galanie,CHW,3B,2023,2026,24,817,423,,*06huk*
396,17,Adolfo Sanchez,CIN,OF,2024,2028,17.7,372,-23,,*06hyt*
397,17,Juan Daniel Encarnacion,BOS,P,2018,2025,23.2,715,319,,*05ydx*
398,17,David Sandlin,BOS,P,2022,2024,23.3,253,-144,,*062pn*
399,17,Owen White,TEX,P,2018,Debuted,24.8,312,-86,,*04pms*
400,17,Daylen Lile,WSH,OF,2021,2026,21.5,363,-36,,*05t2b*
401,17,Ivan Melendez,ARI,1B,2022,2025,24.4,333,-67,,*060ih*
402,17,Haydn McGeary,CHC,"C,1B",2022,2025,24.7,334,-67,UP,*0603s*
403,17,Jonathan Cannon,CHW,P,2022,Debuted,23.9,369,-33,,*05rb2*
404,17,Victor Bericoto,SF,OF,2018,2024,22.5,235,-168,,*051wu*
405,17,Heriberto Hernandez,TB,C,2017,2024,24.5,570,166,,*04up9*
406,17,Didier Fuentes,ATL,P,2022,2026,19,593,188,,*064zm*
407,17,Joey Cantillo,CLE,P,2017,2024,24.5,337,-69,,*04eos*
408,17,Reggie Crawford,SF,P,2022,2024,23.5,471,64,,*05uee*
409,17,Frederick Bencosme,BAL,SS,2020,2025,21.4,249,-159,UP,*05ykx*
410,17,Caleb Durbin,NYY,SS,2021,2024,24.3,441,32,,*05y4b*
411,17,Spencer Horwitz,TOR,UT,2019,Debuted,26.6,330,-80,,*051ia*
412,17,Jean Joseph,TOR,OF,2022,2026,19.3,NR,NA,,*061tq*
413,17,Edgleen Perez,NYY,C,2023,2027,18,NR,NA,,*06iej*
414,17,Drake Baldwin,ATL,C,2022,2025,23.2,343,-70,,*0630d*
415,17,Ian Seymour,TB,P,2020,2023,26.4,488,74,,*05jpd*
416,17,Mason Montgomery,TB,P,2021,2024,24,318,-97,,*05y2k*
417,17,Andrew Walters,CLE,P,2023,2024,23.5,475,59,,*061a8*
418,17,Reid Vanscoter,SEA,P,2022,2025,25.5,386,-31,,*064wg*
419,17,Alejandro Rosario,TEX,P,2023,2026,22.4,761,343,,*05jri*
420,17,Matt Wilkinson,CLE,P,2023,2026,21.5,481,62,,*06dmr*
421,18,Chase Meidroth,BOS,SS,2022,2025,22.9,436,16,,*0648n*
422,18,Alfonsin Rosario,CHC,OF,2023,2027,20,437,16,,*06f1h*
423,18,Colton Gordon,HOU,P,2021,2024,25.5,350,-72,,*05yfi*
424,18,Nick Lorusso,NYM,3B,2023,2025,23.7,610,187,,*06dn1*
425,18,Adam Maier,ATL,P,2022,2026,22.5,631,207,,*05xu6*
426,18,Lyon Richardson,CIN,P,2018,Debuted,24.4,353,-72,,*04pmo*
427,18,Brice Matthews,HOU,SS,2023,2024,22.2,246,-180,,*06c36*
428,18,Robert Arias,CLE,OF,2024,2028,17.7,355,-72,,*06ibn*
429,18,Pascanel Ferreras,HOU,SS,2023,2025,22.5,574,146,,*06hnr*
430,18,Pedro Leon,HOU,OF,2021,2024,26,593,164,UP,*05gdv*
431,18,Jun-Seok Shim,PIT,P,2023,2027,20.2,508,78,,*0662p*
432,18,Ricardo Olivar,MIN,C,2021,2025,22.8,681,250,,*06437*
433,18,DJ Herz,WSH,P,2019,2024,23.4,295,-137,,*0516h*
434,18,Creed Willems,BAL,C,2021,2025,21,501,68,UP,*05y3x*
435,18,Jacob Berry,MIA,3B,2022,2024,23.1,348,-86,,*05t5m*
436,18,Miguel Ullola,HOU,P,2021,2025,22,744,309,,*061xq*
437,18,Aaron Zavala,TEX,OF,2021,2024,24,364,-72,UP,*05toy*
438,18,Trystan Vrieling,NYY,P,2022,2025,23.7,443,6,,*0630b*
439,18,Zach Levenson,STL,OF,2023,2026,22.3,366,-72,,*06f1n*
440,18,Matt Mervis,CHC,1B,2020,Debuted,26.1,277,-162,,*05ojj*
441,18,Jack Choate,SF,P,2022,2025,23.1,897,457,,*066cx*
442,18,Ricardo Yan,ARI,P,2021,2025,21.6,380,-61,,*066sv*
443,18,Wilfred Veras,CHW,3B,2019,2025,21.6,419,-23,DOWN,*05nsi*
444,18,Leonardo Balcazar,CIN,SS,2021,2026,20,371,-72,,*05unp*
445,18,Eduardo Herrera,CHW,3B,2024,2028,17.6,394,-50,,*06hip*
446,18,Brant Hurter,DET,P,2021,2024,25.8,491,46,,*05u6p*
447,18,Doug Nikhazy,CLE,P,2021,2025,24.8,959,513,,*05taw*
448,18,Won-Bin Cho,STL,OF,2021,2025,20.8,375,-72,UP,*05ygg*
449,18,Darren Bowen,MIN,P,2022,2025,23.3,376,-72,,*066lp*
450,18,Adrian Santana,TB,SS,2023,2026,18.9,377,-72,,*06bfv*
451,18,Cayden Wallace,KC,3B,2022,2024,22.8,405,-45,,*05jq9*
452,18,Brandon Barriera,TOR,P,2022,2026,20.3,379,-72,,*05rfo*
453,18,Angel Martinez,CLE,SS,2018,2024,22.4,411,-41,,*04ydd*
454,18,Joey Estes,OAK,P,2019,Debuted,22.7,381,-72,,*051cl*
455,18,Jedixson Paez,BOS,P,2021,2026,20.4,741,287,,*05xzr*
456,18,Jace Bohrofen,TOR,OF,2023,2025,22.6,382,-73,,*05gx3*
457,18,Matthew Lugo,BOS,SS,2019,2024,23.1,864,408,,*04yic*
458,18,Bryan Rincon,PHI,SS,2022,2025,20.3,383,-74,,*066lf*
459,18,Rafael Ramirez,CLE,SS,2022,2026,18.9,373,-85,,*061zl*
460,18,Garrett Baumann,ATL,P,2023,2027,19.8,469,10,,*06aqk*
461,18,Nick Morabito,NYM,OF,2022,2026,21.1,572,112,,*0630l*
462,18,Tyler Stuart,NYM,P,2022,2024,24.7,573,112,,*0648p*
463,18,Jhonny Severino,PIT,SS,2022,2027,19.6,430,-32,,*05yim*
464,18,Franco Aleman,CLE,P,2021,2024,23.9,434,-29,,*05y5l*
465,18,Kenedy Corona,HOU,OF,2019,2025,24.2,389,-75,,*05aid*
466,18,Jorbit Vivas,NYY,2B,2017,2024,23.2,356,-109,,*05a1t*
467,18,Tre' Morgan,TB,1B,2023,2025,21.9,559,93,,*05wrt*
468,18,Cam Fisher,HOU,OF,2023,2025,23,392,-75,UP,*06amp*
469,18,Jeron Williams,HOU,SS,2023,2025,23.7,603,135,,*06gik*
470,18,Noah Cameron,KC,P,2021,2024,24.9,426,-43,,*05ycf*
471,18,Javier Mogollon,CHW,2B,2023,2027,18.6,672,202,,*06bsh*
472,18,Quinn McDaniel,SF,2B,2023,2025,21.7,396,-75,,*06eks*
473,18,Andruw Musett,BOS,C,2023,2027,18.5,NR,NA,,*06cq3*
474,18,Drue Hackenberg,ATL,P,2023,2026,22.2,557,84,,*062e9*
475,18,Brandon Young,BAL,P,2020,2024,25.8,935,461,,*05r3a*
476,18,C.J. Culpepper,MIN,P,2022,2025,22.6,464,-11,,*065j0*
477,18,Dominic Hamel,NYM,P,2021,2024,25.3,237,-239,,*05udy*
478,18,Zach Maxwell,CIN,P,2022,2024,23.4,737,260,,*0648f*
479,18,Gavin Conticello,ARI,3B,2021,2026,21,400,-78,,*05xq6*
480,18,Ruben Santana,ARI,3B,2022,2026,19.3,335,-144,,*061tr*
481,18,Will Wagner,HOU,2B,2021,2024,25.9,402,-78,UP,*05yhg*
482,18,Jake Gelof,LAD,3B,2023,2026,22.3,403,-78,,*060g1*
483,18,Enrique Jimenez,DET,C,2023,2027,18.6,NR,NA,,*066mg*
484,18,Jud Fabian,BAL,OF,2022,2025,23.7,467,-16,,*05gsp*
485,18,Jake Eder,CHW,P,2020,2024,25.8,406,-78,,*05gwt*
486,18,Ben Casparius,LAD,P,2021,2024,25.3,742,257,,*05y4k*
487,18,Jack Brannigan,PIT,3B,2021,2025,23.2,408,-78,,*0630j*
488,18,Clayton Beeter,NYY,P,2020,Debuted,25.7,409,-78,,*05jnq*
489,18,Niko Kavadas,BOS,1B,2021,2024,25.6,707,219,UP,*05jqp*
490,18,Yeremi Cabrera,TEX,OF,2022,2027,18.9,457,-32,,*06c3v*
491,18,Max Anderson,DET,3B,2023,2025,22.3,412,-78,,*06dmp*
492,18,Jeremy Reyes,ATL,P,2023,2027,18.4,1004,513,,*06idh*
493,18,Joe Whitman,SF,P,2023,2024,22.7,413,-79,,*06c1l*
494,18,Leandro Arias,BAL,SS,2022,2026,19.3,658,165,,*05yiq*
495,18,Brando Mayea,NYY,OF,2023,2027,18.7,415,-79,,*05rez*
496,18,Ryan Birchard,MIL,P,2023,2026,20.9,485,-10,,*06f1p*
497,18,Rubel Cespedes,MIN,3B,2019,2025,23.8,NR,NA,,*06l48*
498,18,Ben Cowles,NYY,"2B,3B,SS",2021,2024,24.3,442,-55,,*05y6f*
499,18,Yovanny Rodriguez,NYM,C,2024,2028,17.6,450,-48,,*06hio*
500,18,Adriel Radney,ARI,OF,2024,2028,17,510,11,,*06hyp*
501,18,Tyler Woessner,MIL,P,2022,2025,22.6,526,26,,*0642n*
