Ranking,Tier,Player ID,Player,Position,Team,Age,Previous,Movement
406,13,*03de9*,Rhys Hoskins,1B,MIL,31.9,403,-3
407,13,*04sxv*,Jose Tena,"3B,SS",WSH,23.8,391,-16
408,13,*05jpx*,Tink Hence,P,STL,22.5,392,-16
409,13,*0658b*,Jonah Tong,P,NYM,21.6,551,142
410,13,*02iug*,Michael Wacha,P,KC,33.6,393,-17
411,13,*04aqc*,David Bednar,P,PIT,30.3,390,-21
412,13,*04mn4*,Joey Bart,C,PIT,28.1,395,-17
413,13,*05ynx*,River Ryan,P,LAD,26.4,352,-61
414,13,*066n3*,Ryan Walker,P,SF,32.8,408,-6
415,13,*052ru*,Josh Smith,"3B,SS",TEX,28,398,-17
416,13,*05wrt*,Tre' Morgan,1B,TB,22.5,481,65
417,13,*066mk*,Welbyn Francisca,"2B,SS",CLE,18.7,461,44
418,13,*0637j*,Josue Briceno,"C,1B",DET,20.3,445,27
419,13,*067yp*,Ralphy Velazquez,1B,CLE,19.6,418,-1
420,13,*04eee*,Drew Rasmussen,P,TB,29.5,416,-4
421,13,*05y7x*,Cole Young,"2B,SS",SEA,21.5,404,-17
422,13,*0514o*,Cody Bradford,P,TEX,26.9,405,-17
423,13,*05y7n*,Jarlin Susana,P,WSH,20.8,406,-17
424,13,*061yu*,Jacob Misiorowski,P,MIL,22.8,407,-17
425,13,*062yr*,Noble Meyer,P,MIA,20,425,0
426,13,*04yi8*,Spencer Jones,OF,NYY,23.7,467,41
427,13,*05yo5*,Ben Rice,1B,NYY,25.9,394,-33
428,13,*067xj*,Cooper Pratt,SS,MIL,20.4,411,-17
429,13,*05rb1*,Sal Frelick,OF,MIL,24.8,412,-17
430,13,*06in4*,Hyeseong Kim,2B,(N/A),26,NR,NA
431,13,*0596g*,Reid Detmers,P,LAA,25.5,484,53
432,13,*031d4*,Zack Littell,P,TB,29.3,415,-17
433,13,*02bu3*,Brandon Woodruff,P,MIL,31.9,492,59
434,13,*06c78*,Franklin Arias,SS,BOS,19.2,476,42
435,13,*06bsb*,Eduardo Tait,C,PHI,18.4,437,2
436,13,*06agr*,Slade Caldwell,OF,ARI,18.6,432,-4
437,13,*05xu0*,Drew Gilbert,OF,NYM,24.3,420,-17
438,13,*04y9o*,Jack Leiter,P,TEX,24.8,421,-17
439,13,*059bx*,Brady House,3B,WSH,21.6,377,-62
440,13,*05xod*,Sean Burke,P,CHW,25.1,423,-17
441,13,*04pbq*,Geraldo Perdomo,SS,ARI,25.2,410,-31
442,13,*05uy5*,AJ Smith-Shawver,P,ATL,22.2,434,-8
443,13,*03rmz*,Keibert Ruiz,C,WSH,26.5,543,100
444,13,*01ual*,Paul Goldschmidt,1B,NYY,37.4,427,-17
445,13,*05wy1*,Brayden Taylor,"3B,SS",TB,22.7,428,-17
446,13,*06582*,Luke Adams,"1B,3B",MIL,20.7,498,52
447,13,*01cdf*,Giancarlo Stanton,UT,NYY,35.2,430,-17
448,13,*04y11*,Luis Matos,OF,SF,23,431,-17
449,13,*04c0o*,Jose Soriano,P,LAA,26.3,389,-60
450,13,*06aly*,Carson Benge,OF,NYM,22,433,-17
451,13,*03pdw*,Andrew Benintendi,OF,CHW,30.5,475,24
452,13,*04qow*,Kevin Alcantara,OF,CHC,22.5,497,45
453,14,*05acp*,Justin Martinez,P,ARI,23.5,573,120
454,14,*05yb1*,Drew Thorpe,P,CHW,24.3,360,-94
455,14,*05y3p*,Arjun Nimmala,SS,TOR,19.3,677,222
456,14,*05vy5*,Carter Jensen,C,KC,21.6,641,185
457,14,*04pmu*,Ryan Jeffers,C,MIN,27.6,439,-18
458,14,*0648n*,Chase Meidroth,"3B,SS",CHW,23.5,619,161
459,14,*04alq*,Pavin Smith,"1B,OF",ARI,29,440,-19
460,14,*041qr*,Aaron Civale,P,MIL,29.6,455,-5
461,14,*02bx4*,Clay Holmes,P,NYM,31.8,536,75
462,14,*05sr2*,Michael McGreevy,P,STL,24.5,473,11
463,14,*04pmb*,Kris Bubic,P,KC,27.4,441,-22
464,14,*03ann*,Jeff Hoffman,P,(N/A),32,299,-165
465,14,*05rc3*,Masataka Yoshida,UT,BOS,31.5,383,-82
466,14,*0312g*,Tyler Mahle,P,TEX,30.3,700,234
467,14,*04ywk*,Tylor Megill,P,NYM,29.5,443,-24
468,14,*04g1x*,David Peterson,P,NYM,29.4,444,-24
469,14,*04b01*,Tomoyuki Sugano,P,BAL,35.3,NR,NA
470,14,*05u9o*,Sal Stewart,"2B,3B",CIN,21.1,572,102
471,14,*026lz*,Josh Bell,1B,WSH,38.2,446,-25
472,14,*05mru*,Thomas Saggese,SS,STL,22.8,630,158
473,14,*0641c*,Zach Dezenzo,3B,HOU,24.7,448,-25
474,14,*0603p*,Hurston Waldrep,P,ATL,22.9,362,-112
475,14,*0310z*,J.P. Crawford,SS,SEA,30,450,-25
476,14,*029si*,Eduardo Rodriguez,P,ARI,31.8,472,-4
477,14,*05gef*,Cade Cavalli,P,WSH,26.4,463,-14
478,14,*05u2u*,Tyler Black,1B,MIL,24.5,453,-25
479,14,*04eld*,J.P. Sears,P,OAK,28.9,454,-25
480,14,*04mms*,Orelvis Martinez,SS,TOR,23.2,535,55
481,14,*05xu8*,Tyler Locklear,1B,SEA,24.2,452,-29
482,14,*05rc5*,Termarr Johnson,"2B,SS",PIT,20.6,459,-23
483,14,*041r5*,Dustin May,P,LAD,27.4,605,122
484,14,*051aa*,Porter Hodge,P,CHC,23.9,460,-24
485,14,*06hv8*,Logan Evans,P,SEA,23.6,607,122
486,14,*061mh*,Robby Snelling,P,MIA,21.1,462,-24
487,14,*060gg*,Adam Mazur,P,MIA,23.8,546,59
488,14,*0597k*,Nick Gonzales,2B,PIT,25.7,528,40
489,14,*064o4*,Demetrio Crisantes,2B,ARI,20.4,464,-25
490,14,*051dl*,Edouard Julien,2B,MIN,25.7,465,-25
491,14,*064o6*,Gary Gill Hill,P,TB,20.3,466,-25
492,14,*05y3q*,Blake Mitchell,C,KC,20.5,518,26
493,14,*066eo*,Cole Carrigg,OF,COL,22.7,511,18
494,14,*05unf*,Denzel Clarke,OF,OAK,24.7,469,-25
495,14,*03pzo*,Leody Taveras,OF,TEX,26.4,470,-25
496,14,*05tzg*,Jace Jung,"2B,3B",DET,24.2,451,-45
497,14,*0630e*,Colby Thomas,OF,OAK,24,474,-23
498,14,*05gd5*,Luis Perales,P,BOS,21.8,592,94
499,14,*05y2l*,Emmet Sheehan,P,LAD,25.2,477,-22
500,14,*06f1b*,Brody Hopkins,P,TB,23,639,139
